Messstelle:                ;Moosbrunn, Bl S2
HZB-Nummer:                ;315960
HD-Nummer:                 ;
DBMS-Nummer:               ;11002049
PorenGW-Gebiet:            ;250 Südliches Wiener Becken
Grundwasserkörper:         ;Südl. Wiener Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;Magistratsabteilung 31
Bundesland:                ;Niederösterreich
Messstellenbetreiber:      ;Stadt Wien, Magistratsabteilung 31 - Wasserwerke
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.01.1987
 Geländehöhe:              ;184,31
 Messpunkthöhe:            ;184,96
 Sohllage:                 ;178,19
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  30.07.1973               ;16 26 26                 ;48 00 40
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  2004 bis -> FG05 durch Entnahme zeitweise beeinflusst
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
23.09.1974 07:01:00   ;   182,70 ;     
26.06.1975 07:01:00   ;   182,67 ;     
09.08.1976 07:01:00   ;   182,71 ;     
03.10.1977 07:01:00   ;   182,76 ;     
18.09.1978 07:01:00   ;   182,72 ;     
04.01.1979 07:01:00   ;   182,86 ;     
25.08.1980 07:01:00   ;   182,80 ;     
20.08.1981 07:01:00   ;   182,71 ;     
02.08.1982 07:01:00   ;   182,85 ;     
08.08.1983 07:01:00   ;   182,68 ;     
06.09.1984 07:01:00   ;   182,83 ;     
21.01.1985 07:01:00   ;   183,10 ;     
04.09.1986 07:01:00   ;   182,91 ;     
21.09.1987 07:01:00   ;   182,87 ;     
25.07.1988 07:01:00   ;   182,69 ;     
24.07.1989 07:01:00   ;   182,84 ;     
27.08.1990 07:01:00   ;   182,72 ;     
15.07.1991 07:01:00   ;   182,99 ;     
03.09.1992 07:01:00   ;   182,74 ;     
19.08.1993 07:01:00   ;   182,93 ;     
22.08.1994 07:01:00   ;   182,89 ;     
28.08.1995 07:01:00   ;   183,04 ;     
08.08.1996 07:01:00   ;   183,43 ;     
27.10.1997 07:01:00   ;   183,28 ;     
06.07.1998 07:01:00   ;   182,95 ;     
02.08.1999 07:01:00   ;   183,27 ;     
24.07.2000 07:01:00   ;   182,90 ;     
09.07.2001 07:01:00   ;   182,81 ;     
08.07.2002 07:01:00   ;   182,96 ;     
25.08.2003 07:01:00   ;   182,89 ;     
13.09.2004 07:01:00   ;   182,97 ;     
15.08.2005 07:01:00   ;   182,95 ;     
31.07.2006 07:01:00   ;   183,16 ;     
06.08.2007 07:01:00   ;   182,90 ;     
15.09.2008 07:01:00   ;   183,36 ;     
22.06.2009 07:01:00   ;   183,25 ;     
02.08.2010 07:01:00   ;   183,44 ;     
12.09.2011 07:01:00   ;   183,03 ;     
09.07.2012 07:01:00   ;   182,85 ;     
09.09.2013 07:01:00   ;   183,03 ;     
28.07.2014 07:01:00   ;   183,21 ;     
17.08.2015 07:01:00   ;   182,82 ;     
11.07.2016 07:01:00   ;   183,12 ;     
11.09.2017 07:01:00   ;   182,74 ;     
20.08.2018 07:01:00   ;   182,81 ;     
26.08.2019 07:01:00   ;   182,85 ;     
31.08.2020 07:01:00   ;   182,88 ;     
12.07.2021 07:01:00   ;   182,95 ;     
