Messstelle:                ;Aichdorf, Br  2405
HZB-Nummer:                ;314807
HD-Nummer:                 ;uw2405
DBMS-Nummer:               ;6002228
PorenGW-Gebiet:            ;360 Aichfeld-Murboden
Grundwasserkörper:         ;Aichfeld-Murboden (Judenburg - Knittelfeld) [MUR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Steiermark
Messstellenbetreiber:      ;Hydrographischer Dienst
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.02.2019
 Geländehöhe:              ;692,53
 Messpunkthöhe:            ;693,03
 Sohllage:                 ;661,53
 T-Messtiefe u.GOK:        ;30,90
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2003               ;14 43 14                 ;47 12 00
  01.01.1968               ;14 43 13                 ;47 11 59
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
22.04.1968 07:01:00   ;   661,67 ;     
27.04.1969 07:01:00   ;   661,73 ;     
09.04.1970 07:01:00   ;   661,21 ;     
31.12.1971 23:59:55   ;   661,35 ;     
13.04.1972 07:01:00   ;   660,85 ;     
31.12.1973 23:59:55   ;   661,95 ;     
26.03.1974 07:01:00   ;   661,44 ;     
26.03.1975 07:01:00   ;   660,85 ;     
06.04.1976 07:01:00   ;   661,11 ;     
09.03.1977 07:01:00   ;   661,03 ;     
23.02.1978 07:01:00   ;   661,08 ;     
12.03.1979 07:01:00   ;   660,82 ;     
11.05.1980 07:01:00   ;   661,85 ;     
31.12.1981 23:59:55   ;   662,07 ;     
06.05.1982 07:01:00   ;   661,56 ;     
02.03.1983 07:01:00   ;   662,01 ;     
19.04.1984 07:01:00   ;   661,47 ;     
09.04.1985 07:01:00   ;   661,53 ;     
31.03.1986 07:01:00   ;   662,73 ;     
26.03.1987 07:01:00   ;   662,52 ;     
28.03.1988 07:01:00   ;   662,25 ;     
27.03.1989 07:01:00   ;   661,79 ;     
27.04.1990 07:01:00   ;   662,86 ;     
21.03.1991 07:01:00   ;   662,74 ;     
03.04.1992 07:01:00   ;   663,10 ;     
20.03.1993 07:01:00   ;   663,20 ;     
19.12.1994 07:01:00   ;   664,57 ;     
31.12.1995 23:59:55   ;   664,12 ;     
04.04.1996 07:01:00   ;   663,84 ;     
31.12.1997 23:59:55   ;   663,60 ;     
23.04.1998 12:00:00   ;   663,19 ;     
10.03.1999 12:00:00   ;   663,03 ;     
29.12.2000 12:00:00   ;   663,36 ;     
31.12.2001 23:59:55   ;   663,23 ;     
16.03.2002 05:09:25   ;   662,90 ;     
01.04.2003 02:34:45   ;   662,68 ;     
16.03.2004 21:00:00   ;   662,46 ;     
24.03.2005 20:00:00   ;   662,70 ;     
29.03.2006 23:00:00   ;   663,17 ;     
31.12.2007 03:00:00   ;   662,94 ;     
18.04.2008 06:00:00   ;   662,53 ;     
03.03.2009 08:00:00   ;   662,42 ;     
30.12.2010 13:00:00   ;   662,81 ;     
31.12.2011 18:00:00   ;   662,33 ;     
23.03.2012 15:00:00   ;   662,02 ;     
30.03.2013 21:00:00   ;   663,15 ;     
17.02.2014 18:00:00   ;   663,05 ;     
30.12.2015 12:00:00   ;   662,96 ;     
31.03.2016 18:00:00   ;   662,59 ;     
18.03.2017 12:00:00   ;   662,48 ;     
07.04.2018 06:00:00   ;   662,21 ;     
12.04.2019 12:00:00   ;   662,41 ;     
02.06.2020 23:00:00   ;   662,01 ;     
27.03.2021 00:00:00   ;   662,03 ;     
