Messstelle:                ;Lorüns, Bl 08.27.11
HZB-Nummer:                ;347179
HD-Nummer:                 ;08.27.11
DBMS-Nummer:               ;8002287
PorenGW-Gebiet:            ;001 Montafon
Grundwasserkörper:         ;Gruppe Nördliche Kalkalpen [RHE]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Vorarlberg
Messstellenbetreiber:      ;Vorarlberger Illwerke-AG.
Höhenangaben [m ü.A.]:     ;gültig seit: ;15.12.2016
 Geländehöhe:              ;584,30
 Messpunkthöhe:            ;585,27
 Sohllage:                 ;575,27
 T-Messtiefe u.GOK:        ;8,00
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1996               ;09 51 00                 ;47 07 56
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
13.05.1996 07:01:00   ;   578,88 ;     
08.12.1997 07:01:00   ;   578,88 ;     
02.03.1998 07:01:00   ;   578,61 ;     
19.02.1999 07:01:00   ;   579,19 ;     
29.01.2000 07:01:00   ;   579,75 ;     
21.02.2001 07:01:00   ;   579,71 ;     
02.11.2002 07:01:00   ;   579,64 ;     
03.10.2003 22:30:00   ;   578,63 ;     
06.01.2004 13:30:00   ;   579,29 ;     
19.08.2005 06:30:00   ;   578,99 ;     
03.10.2006 12:00:00   ;   579,11 ;     
22.05.2007 11:00:00   ;   579,29 ;     
20.11.2008 13:00:00   ;   579,13 ;     
02.12.2009 07:00:00   ;   578,76 ;     
20.03.2010 11:00:00   ;   578,73 ;     
16.06.2011 08:00:00   ;   579,19 ;     
19.09.2012 00:00:00   ;   579,56 ;     
17.09.2013 00:00:00   ;   579,39 ;     
31.12.2014 23:59:55   ;   579,46 ;     
16.11.2015 20:00:00   ;   578,58 ;     
24.01.2016 00:00:00   ;   579,12 ;     
02.01.2017 09:00:00   ;   579,32 ;     
02.12.2018 00:00:00   ;   577,67 ;     
10.01.2019 00:00:00   ;   578,17 ;     
28.08.2020 10:00:00   ;   579,00 ;     
30.11.2021 06:00:00   ;   579,03 ;     
