Messstelle:                ;Pucking, Br 16.2
HZB-Nummer:                ;316349
HD-Nummer:                 ;W16.2
DBMS-Nummer:               ;4002351
PorenGW-Gebiet:            ;122 Welser Heide
Grundwasserkörper:         ;Welser Heide [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;16.11.2015
 Geländehöhe:              ;280,95
 Messpunkthöhe:            ;281,55
 Sohllage:                 ;272,09
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 11 57                 ;48 11 39
  01.01.2003               ;14 11 59                 ;48 11 41
  01.01.1971               ;14 11 59                 ;48 11 41
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  1980 bis 2006 FG06 durch Kraftwerk beeinflusst
  1983 bis -> FG41 Daten vor dem Vergleichszeitraum vorhanden, die wegen maßgeblicher hydrologischer Veränderungen nicht ausgewertet werden
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch für ein Jahr:
  1980 AKorr 2001: durch Kraftwerk beeinflusst
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
30.04.1983 07:01:00   ;   278,35 ;     
01.06.1984 07:01:00   ;   278,35 ;     
01.01.1985 00:00:05   ;   278,38 ;     
14.12.1986 07:01:00   ;   278,36 ;     
13.12.1987 07:01:00   ;   278,36 ;     
02.07.1988 07:01:00   ;   278,35 ;     
12.02.1989 07:01:00   ;   278,34 ;     
14.09.1990 07:01:00   ;   278,31 ;     
26.04.1991 07:01:00   ;   278,32 ;     
06.08.1992 07:01:00   ;   278,32 ;     
02.12.1993 07:01:00   ;   278,36 ;     
24.02.1994 07:01:00   ;   278,39 ;     
22.02.1995 07:01:00   ;   278,41 ;     
25.07.1996 07:01:00   ;   278,47 ;     
07.02.1997 07:01:00   ;   278,50 ;     
07.05.1998 07:01:00   ;   278,51 ;     
10.12.1999 07:01:00   ;   278,51 ;     
19.05.2000 07:01:00   ;   278,53 ;     
06.07.2001 07:01:00   ;   278,55 ;     
01.06.2002 07:01:00   ;   278,52 ;     
29.11.2003 07:01:00   ;   278,52 ;     
03.01.2004 07:01:00   ;   278,55 ;     
04.09.2005 07:01:00   ;   278,56 ;     
02.12.2006 07:01:00   ;   278,60 ;     
09.01.2007 07:01:00   ;   278,60 ;     
09.07.2008 07:01:00   ;   278,50 ;     
16.01.2009 07:01:00   ;   278,64 ;     
11.05.2011 07:01:00   ;   278,49 ;     
18.04.2012 07:01:00   ;   278,51 ;     
31.07.2013 07:01:00   ;   278,53 ;     
18.06.2014 07:01:00   ;   278,52 ;     
11.08.2015 07:01:00   ;   278,52 ;     
20.01.2016 07:01:00   ;   278,62 ;     
27.09.2017 07:01:00   ;   278,62 ;     
21.03.2018 07:01:00   ;   278,56 ;     
10.12.2019 07:01:00   ;   278,52 ;     
07.09.2020 07:01:00   ;   278,58 ;     
11.05.2021 07:01:00   ;   278,62 ;     
