Messstelle:                ;Dobersdorf, Bl 20
HZB-Nummer:                ;345058
HD-Nummer:                 ;
DBMS-Nummer:               ;1002309
PorenGW-Gebiet:            ;335 Lafnitztal
Grundwasserkörper:         ;Lafnitztal [LRR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;keine Information
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.01.1995
 Geländehöhe:              ;240,44
 Messpunkthöhe:            ;241,44
 Sohllage:                 ;235,00
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1995               ;16 08 26                 ;47 01 36
  31.12.1994               ;16 08 22                 ;47 01 34
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
16.12.1995 07:01:00   ;   236,27 ;     
01.01.1996 00:00:05   ;   236,32 ;     
22.11.1997 08:00:00   ;   236,24 ;     
06.06.1998 10:00:00   ;   236,18 ;     
27.11.1999 10:30:00   ;   236,46 ;     
30.09.2000 10:30:00   ;   236,15 ;     
31.12.2001 23:59:55   ;   235,99 ;     
05.10.2002 10:30:00   ;   235,84 ;     
20.12.2003 10:30:00   ;   235,77 ;     
01.02.2004 10:30:00   ;   235,79 ;     
05.03.2005 10:30:00   ;   235,99 ;     
31.12.2006 23:59:55   ;   236,09 ;     
20.01.2007 10:30:00   ;   236,06 ;     
06.12.2008 10:30:00   ;   236,01 ;     
10.01.2009 10:30:00   ;   236,11 ;     
31.07.2010 13:48:00   ;   236,61 ;     
31.12.2011 23:59:55   ;   236,23 ;     
13.10.2012 09:40:00   ;   236,04 ;     
09.11.2013 11:01:00   ;   236,23 ;     
01.02.2014 10:05:00   ;   236,30 ;     
31.12.2015 23:59:55   ;   236,06 ;     
09.01.2016 11:07:00   ;   236,05 ;     
25.11.2017 10:59:00   ;   235,90 ;     
01.01.2018 00:00:05   ;   236,06 ;     
03.11.2019 10:50:00   ;   235,90 ;     
13.06.2020 10:10:00   ;   235,87 ;     
27.11.2021 10:45:00   ;   235,86 ;     
