Messstelle:                ;Deutschkreutz, Bl 4 A
HZB-Nummer:                ;335653
HD-Nummer:                 ;
DBMS-Nummer:               ;1002273
PorenGW-Gebiet:            ;325 Ikvatal
Grundwasserkörper:         ;Gruppe Ikvatal [LRR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;
Höhenangaben [m ü.A.]:     ;gültig seit: ;13.07.2009
 Geländehöhe:              ;182,44
 Messpunkthöhe:            ;183,35
 Sohllage:                 ;164,35
 T-Messtiefe u.GOK:        ;17,09
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1993               ;16 39 10                 ;47 36 25
  31.12.1992               ;16 39 10                 ;47 36 25
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.01.1993 07:01:00   ;   167,29 ;     
01.01.1994 00:00:05   ;   167,67 ;     
08.01.1995 07:01:00   ;   167,91 ;     
01.01.1996 00:00:05   ;   168,51 ;     
31.12.1997 23:59:55   ;   169,60 ;     
31.12.1998 23:59:55   ;   169,15 ;     
26.05.1999 09:00:00   ;   169,02 ;     
30.04.2000 09:00:00   ;   169,00 ;     
31.12.2001 23:59:55   ;   168,73 ;     
24.11.2002 09:00:00   ;   167,84 ;     
12.12.2005 09:00:00   ;   166,82 ;     
16.02.2006 14:00:00   ;   166,79 ;     
01.01.2007 02:00:00   ;   167,30 ;     
11.02.2008 04:00:00   ;   167,63 ;     
01.01.2009 00:00:05   ;   168,62 ;     
28.09.2010 13:00:00   ;   169,06 ;     
18.01.2011 12:00:00   ;   169,07 ;     
31.12.2012 23:59:55   ;   168,76 ;     
28.04.2013 08:01:00   ;   168,63 ;     
16.07.2014 12:00:00   ;   168,87 ;     
20.12.2015 14:42:00   ;   168,95 ;     
28.12.2016 16:00:00   ;   168,61 ;     
29.12.2017 10:00:00   ;   167,66 ;     
01.08.2018 15:00:00   ;   167,38 ;     
06.06.2019 14:00:00   ;   167,31 ;     
16.12.2020 00:00:00   ;   167,07 ;     
17.12.2021 20:00:00   ;   166,79 ;     
