Messstelle:                ;Parndorf, Bl 59
HZB-Nummer:                ;345181
HD-Nummer:                 ;
DBMS-Nummer:               ;1002324
PorenGW-Gebiet:            ;309 Parndorfer Platte
Grundwasserkörper:         ;Parndorfer Platte [LRR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.01.1996
 Geländehöhe:              ;181,40
 Messpunkthöhe:            ;182,10
 Sohllage:                 ;174,70
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1996               ;16 52 40                 ;47 59 49
  31.12.1995               ;16 52 35                 ;47 59 47
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
14.11.1966 07:01:00   ;   177,54 ;     
31.12.1967 23:59:55   ;   177,25 ;     
19.12.1968 07:01:00   ;   176,72 ;     
20.01.1969 07:01:00   ;   176,69 ;     
01.01.1970 07:01:00   ;   177,10 ;     
30.12.1971 07:01:00   ;   176,61 ;     
10.02.1972 07:01:00   ;   176,58 ;     
31.12.1973 07:01:00   ;   176,61 ;     
02.12.1974 07:01:00   ;   176,42 ;     
01.01.1975 00:00:05   ;   176,53 ;     
12.01.1976 07:01:00   ;   176,64 ;     
17.01.1977 07:01:00   ;   176,74 ;     
31.12.1978 23:59:55   ;   176,30 ;     
12.02.1979 07:01:00   ;   176,21 ;     
01.01.1980 00:00:05   ;   176,50 ;     
22.11.1981 07:01:00   ;   176,36 ;     
17.01.1982 07:01:00   ;   176,42 ;     
01.01.1983 00:00:05   ;   176,56 ;     
23.12.1984 07:01:00   ;   176,29 ;     
24.02.1985 07:01:00   ;   176,22 ;     
01.01.1986 00:00:05   ;   176,58 ;     
01.02.1987 07:01:00   ;   176,66 ;     
01.02.1988 07:01:00   ;   176,75 ;     
31.12.1989 23:59:55   ;   176,41 ;     
05.11.1990 07:01:00   ;   176,07 ;     
22.04.1991 07:01:00   ;   176,00 ;     
07.01.1992 07:01:00   ;   176,35 ;     
20.12.1993 07:01:00   ;   176,46 ;     
28.11.1994 07:01:00   ;   176,43 ;     
02.01.1995 07:01:00   ;   176,44 ;     
01.01.1996 00:00:05   ;   176,75 ;     
17.11.1997 09:00:00   ;   177,62 ;     
31.08.1998 09:00:00   ;   177,12 ;     
31.12.1999 23:59:55   ;   177,34 ;     
30.10.2000 10:00:00   ;   177,11 ;     
31.12.2001 23:59:55   ;   176,46 ;     
07.10.2002 10:00:00   ;   176,21 ;     
29.12.2003 10:00:00   ;   176,24 ;     
12.01.2004 10:00:00   ;   176,24 ;     
17.01.2005 10:00:00   ;   176,35 ;     
01.01.2006 00:00:05   ;   176,49 ;     
31.08.2007 10:00:00   ;   176,66 ;     
05.12.2008 10:00:00   ;   176,92 ;     
09.01.2009 10:00:00   ;   177,00 ;     
03.01.2010 12:00:00   ;   177,49 ;     
25.12.2011 08:00:00   ;   177,40 ;     
29.12.2012 23:45:00   ;   176,65 ;     
01.01.2013 00:00:05   ;   176,65 ;     
21.08.2014 20:00:00   ;   176,97 ;     
25.12.2015 05:00:00   ;   177,30 ;     
22.12.2016 15:00:00   ;   177,04 ;     
06.12.2017 12:00:00   ;   176,54 ;     
12.12.2018 13:00:00   ;   176,39 ;     
10.12.2019 11:00:00   ;   176,58 ;     
26.09.2020 05:00:00   ;   176,27 ;     
01.01.2021 00:00:05   ;   176,60 ;     
