Messstelle:                ;Nikitsch, Bl 4
HZB-Nummer:                ;335695
HD-Nummer:                 ;
DBMS-Nummer:               ;1002277
PorenGW-Gebiet:            ;322 Nikitschbachtal
Grundwasserkörper:         ;Gruppe Ikvatal [LRR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;
Höhenangaben [m ü.A.]:     ;gültig seit: ;24.10.2005
 Geländehöhe:              ;226,10
 Messpunkthöhe:            ;226,95
 Sohllage:                 ;215,10
 T-Messtiefe u.GOK:        ;10,15
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1993               ;16 40 29                 ;47 32 24
  31.12.1992               ;16 40 29                 ;47 32 24
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.01.1993 07:01:00   ;   216,29 ;     
01.01.1994 00:00:05   ;   216,56 ;     
26.02.1995 07:01:00   ;   216,78 ;     
07.01.1996 07:01:00   ;   216,97 ;     
23.11.1997 11:30:00   ;   218,30 ;     
30.08.1998 11:30:00   ;   217,96 ;     
31.12.1999 23:59:55   ;   218,26 ;     
31.12.2000 23:59:55   ;   217,76 ;     
20.12.2001 10:00:00   ;   217,43 ;     
16.06.2002 10:00:00   ;   217,19 ;     
31.12.2003 23:59:55   ;   216,66 ;     
13.03.2004 10:00:00   ;   216,59 ;     
25.11.2005 09:00:00   ;   216,55 ;     
01.01.2006 00:00:05   ;   216,56 ;     
18.08.2007 19:00:00   ;   216,59 ;     
01.01.2008 00:00:05   ;   216,72 ;     
08.01.2009 10:00:00   ;   217,49 ;     
26.09.2010 12:00:00   ;   217,39 ;     
31.12.2011 23:59:55   ;   217,18 ;     
21.12.2012 22:00:00   ;   216,67 ;     
01.01.2013 00:00:05   ;   216,67 ;     
05.01.2014 15:00:00   ;   217,77 ;     
29.12.2015 23:00:00   ;   218,13 ;     
03.11.2016 09:00:00   ;   217,86 ;     
31.12.2017 23:59:55   ;   217,07 ;     
31.12.2018 23:59:55   ;   216,77 ;     
29.12.2019 10:59:00   ;   216,54 ;     
22.11.2020 09:55:00   ;   216,39 ;     
31.12.2021 23:59:55   ;   216,31 ;     
