Messstelle:                ;Zurndorf, Bl 56
HZB-Nummer:                ;335885
HD-Nummer:                 ;
DBMS-Nummer:               ;1002292
PorenGW-Gebiet:            ;309 Parndorfer Platte
Grundwasserkörper:         ;Parndorfer Platte [LRR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.01.1994
 Geländehöhe:              ;166,55
 Messpunkthöhe:            ;167,25
 Sohllage:                 ;134,15
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1994               ;16 57 45                 ;47 57 54
  31.12.1993               ;16 57 41                 ;47 57 52
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
29.10.1994 07:01:00   ;   145,27 ;     
03.06.1995 07:01:00   ;   145,29 ;     
02.03.1996 07:01:00   ;   145,43 ;     
18.01.1997 11:00:00   ;   145,74 ;     
19.09.1998 11:00:00   ;   145,74 ;     
06.02.1999 11:30:00   ;   145,75 ;     
05.02.2000 11:30:00   ;   145,94 ;     
01.09.2001 11:30:00   ;   145,87 ;     
19.10.2002 11:30:00   ;   145,68 ;     
23.08.2003 11:30:00   ;   145,52 ;     
21.08.2004 11:30:00   ;   145,39 ;     
23.07.2005 11:30:00   ;   145,42 ;     
14.01.2006 11:30:00   ;   145,47 ;     
24.02.2007 11:30:00   ;   145,70 ;     
19.07.2008 11:30:00   ;   145,77 ;     
14.02.2009 11:30:00   ;   145,79 ;     
16.01.2010 11:30:00   ;   146,03 ;     
15.01.2011 11:20:00   ;   146,22 ;     
22.12.2012 11:21:00   ;   146,16 ;     
16.02.2013 11:25:00   ;   146,15 ;     
22.11.2014 13:10:00   ;   146,23 ;     
04.07.2015 13:05:00   ;   146,23 ;     
19.12.2016 14:00:00   ;   146,18 ;     
19.12.2017 06:00:00   ;   146,05 ;     
12.12.2018 14:00:00   ;   145,91 ;     
16.10.2019 08:00:00   ;   145,76 ;     
19.12.2020 08:45:00   ;   145,73 ;     
06.11.2021 21:00:00   ;   145,41 ;     
