Messstelle:                ;Inzing, Bl 2
HZB-Nummer:                ;330910
HD-Nummer:                 ;
DBMS-Nummer:               ;7002070
Fremdnummer:               ;GW70319014
PorenGW-Gebiet:            ;019 Oberinntal
Grundwasserkörper:         ;Inntal [DBJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Tirol
Messstellenbetreiber:      ;Hydrographischer Dienst
Höhenangaben [m ü.A.]:     ;gültig seit: ;05.01.2018
 Geländehöhe:              ;598,36
 Messpunkthöhe:            ;599,64
 Sohllage:                 ;570,52
 T-Messtiefe u.GOK:        ;8,72
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1987               ;11 12 15                 ;47 16 40
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
20.07.1987 07:01:00   ;   598,26 ;     
22.08.1988 07:01:00   ;   597,42 ;     
12.07.1989 07:01:00   ;   597,88 ;     
10.07.1990 07:01:00   ;   597,91 ;     
18.06.1991 07:01:00   ;   598,06 ;     
04.06.1992 07:01:00   ;   597,67 ;     
20.07.1993 07:01:00   ;   597,36 ;     
07.07.1994 07:01:00   ;   597,60 ;     
04.07.1995 07:01:00   ;   597,84 ;     
13.06.1996 07:01:00   ;   597,19 ;     
30.06.1997 12:00:00   ;   597,74 ;     
03.07.1998 12:00:00   ;   597,44 ;     
31.05.1999 12:00:00   ;   597,72 ;     
07.08.2000 09:45:00   ;   597,88 ;     
16.07.2001 15:00:00   ;   597,91 ;     
20.06.2002 21:00:00   ;   597,91 ;     
15.06.2003 07:00:00   ;   597,59 ;     
09.07.2004 23:00:00   ;   597,66 ;     
23.08.2005 16:00:00   ;   598,34 ;     
29.06.2006 23:00:00   ;   597,68 ;     
10.07.2007 17:00:00   ;   597,22 ;     
14.07.2008 18:00:00   ;   597,95 ;     
26.05.2009 01:00:00   ;   597,68 ;     
14.06.2010 09:00:00   ;   598,03 ;     
19.06.2011 10:00:00   ;   597,31 ;     
22.06.2012 12:00:00   ;   598,00 ;     
21.06.2013 06:00:00   ;   598,05 ;     
14.08.2014 04:00:00   ;   598,09 ;     
08.06.2015 22:00:00   ;   598,25 ;     
17.06.2016 19:00:00   ;   598,05 ;     
11.08.2017 08:00:00   ;   597,58 ;     
31.05.2018 03:00:00   ;   597,76 ;     
13.06.2019 01:00:00   ;   598,51 ;     
03.07.2020 12:00:00   ;   597,60 ;     
22.06.2021 05:00:00   ;   597,91 ;     
