Messstelle:                ;Langenstein, Bl 14.3
HZB-Nummer:                ;376160
HD-Nummer:                 ;2114.003
DBMS-Nummer:               ;4002651
PorenGW-Gebiet:            ;143 Nördliches Linzer Feld
Grundwasserkörper:         ;Linzer Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Verbund Hydro Power AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;07.01.1992
 Geländehöhe:              ;242,68
 Messpunkthöhe:            ;244,58
 Sohllage:                 ;235,71
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 29 19                 ;48 14 42
  01.01.2003               ;14 29 19                 ;48 14 47
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
30.11.1992 12:00:00   ;   241,88 ;     
24.12.1993 12:00:00   ;   241,75 ;     
23.04.1994 12:00:00   ;   242,17 ;     
03.09.1995 12:00:00   ;   242,60 ;     
15.07.1996 12:00:00   ;   242,69 ;     
07.07.1997 12:00:00   ;   242,69 ;     
11.11.1998 12:00:00   ;   242,23 ;     
22.05.1999 12:00:00   ;   242,68 ;     
18.03.2000 04:00:00   ;   241,91 ;     
20.06.2001 06:00:00   ;   242,36 ;     
25.03.2002 06:19:50   ;   242,68 ;     
05.01.2003 11:00:00   ;   241,88 ;     
06.06.2004 08:00:00   ;   241,52 ;     
25.08.2005 16:59:45   ;   242,68 ;     
28.03.2006 22:00:00   ;   242,66 ;     
08.09.2007 19:32:00   ;   242,68 ;     
15.03.2008 14:00:00   ;   241,46 ;     
24.06.2009 05:00:00   ;   242,68 ;     
03.06.2010 06:00:00   ;   242,68 ;     
16.01.2011 11:54:05   ;   242,68 ;     
13.06.2012 16:00:00   ;   242,15 ;     
02.06.2013 03:00:00   ;   242,68 ;     
24.10.2014 06:00:00   ;   242,06 ;     
24.05.2015 12:00:00   ;   241,87 ;     
15.07.2016 04:00:00   ;   242,40 ;     
04.09.2017 00:00:00   ;   241,55 ;     
05.01.2018 21:00:00   ;   241,88 ;     
30.05.2019 10:00:00   ;   242,08 ;     
05.08.2020 08:00:00   ;   242,74 ;     
06.08.2021 05:00:00   ;   241,60 ;     
