Messstelle:                ;Freiling, Br 18.7
HZB-Nummer:                ;314344
HD-Nummer:                 ;W18.7
DBMS-Nummer:               ;4002300
PorenGW-Gebiet:            ;122 Welser Heide
Grundwasserkörper:         ;Welser Heide [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Hydrographischer Dienst
Höhenangaben [m ü.A.]:     ;gültig seit: ;25.07.2008
 Geländehöhe:              ;295,70
 Messpunkthöhe:            ;296,00
 Sohllage:                 ;285,46
 T-Messtiefe u.GOK:        ;9,90
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2003               ;14 09 20                 ;48 13 25
  01.01.1968               ;14 09 20                 ;48 13 25
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  1969 bis -> FG41 Daten vor dem Vergleichszeitraum vorhanden, die wegen maßgeblicher hydrologischer Veränderungen nicht ausgewertet werden
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
16.12.1968 07:01:00   ;   286,38 ;     
18.08.1969 07:01:00   ;   286,50 ;     
22.06.1970 07:01:00   ;   286,94 ;     
15.02.1971 07:01:00   ;   286,75 ;     
25.12.1972 07:01:00   ;   286,91 ;     
01.01.1973 00:00:05   ;   286,84 ;     
16.09.1974 07:01:00   ;   286,66 ;     
10.03.1975 07:01:00   ;   286,93 ;     
10.05.1976 07:01:00   ;   286,54 ;     
02.05.1977 07:01:00   ;   286,79 ;     
10.04.1978 07:01:00   ;   286,45 ;     
23.07.1979 07:01:00   ;   286,85 ;     
07.07.1980 07:01:00   ;   286,76 ;     
13.04.1981 07:01:00   ;   287,00 ;     
22.02.1982 07:01:00   ;   288,35 ;     
05.09.1983 07:01:00   ;   286,45 ;     
30.07.1984 07:01:00   ;   286,33 ;     
02.09.1985 07:01:00   ;   286,67 ;     
03.03.1986 07:01:00   ;   287,08 ;     
29.06.1987 07:01:00   ;   287,02 ;     
02.05.1988 07:01:00   ;   287,46 ;     
01.05.1989 07:01:00   ;   286,75 ;     
14.05.1990 07:01:00   ;   286,81 ;     
16.12.1991 07:01:00   ;   286,71 ;     
01.01.1992 00:00:05   ;   286,57 ;     
25.01.1993 07:01:00   ;   286,55 ;     
20.06.1994 07:01:00   ;   287,05 ;     
12.06.1995 07:01:00   ;   286,72 ;     
15.07.1996 07:01:00   ;   287,08 ;     
28.07.1997 07:01:00   ;   286,70 ;     
21.09.1998 07:01:00   ;   286,80 ;     
05.04.1999 07:01:00   ;   287,12 ;     
08.05.2000 07:01:00   ;   286,85 ;     
11.06.2001 07:01:00   ;   286,90 ;     
13.08.2002 07:01:00   ;   287,41 ;     
03.02.2003 07:01:00   ;   288,16 ;     
19.07.2004 07:01:00   ;   286,50 ;     
27.06.2005 07:01:00   ;   286,66 ;     
01.05.2006 07:01:00   ;   288,00 ;     
01.01.2007 07:01:00   ;   286,30 ;     
25.07.2008 01:00:00   ;   286,63 ;     
22.07.2009 16:00:00   ;   287,24 ;     
06.06.2010 12:00:00   ;   286,73 ;     
08.05.2011 00:00:00   ;   286,47 ;     
05.04.2012 00:00:00   ;   286,68 ;     
05.07.2013 00:00:00   ;   287,07 ;     
25.10.2014 00:00:00   ;   286,35 ;     
27.05.2015 00:00:00   ;   286,61 ;     
17.07.2016 00:00:00   ;   286,58 ;     
17.06.2017 00:00:00   ;   286,69 ;     
01.04.2018 00:00:00   ;   286,69 ;     
01.06.2019 00:00:00   ;   286,36 ;     
06.08.2020 00:00:00   ;   286,35 ;     
06.08.2021 02:00:00   ;   286,59 ;     
