Messstelle:                ;Lichtenegg, Bl 33.7
HZB-Nummer:                ;376616
HD-Nummer:                 ;W33.7
DBMS-Nummer:               ;4002988
PorenGW-Gebiet:            ;122 Welser Heide
Grundwasserkörper:         ;Welser Heide [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;05.01.1978
 Geländehöhe:              ;320,83
 Messpunkthöhe:            ;321,91
 Sohllage:                 ;312,60
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;13 59 29                 ;48 09 40
  01.01.2003               ;13 59 29                 ;48 09 41
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
03.04.1978 07:01:00   ;   315,13 ;     
09.04.1979 07:01:00   ;   316,60 ;     
28.04.1980 07:01:00   ;   316,28 ;     
09.02.1981 07:01:00   ;   317,42 ;     
09.02.1982 07:01:00   ;   316,44 ;     
02.03.1983 07:01:00   ;   314,89 ;     
09.02.1984 07:01:00   ;   314,93 ;     
07.02.1985 07:01:00   ;   315,34 ;     
16.01.1986 07:01:00   ;   315,69 ;     
26.03.1987 07:01:00   ;   315,68 ;     
17.03.1988 07:01:00   ;   316,44 ;     
21.12.1989 07:01:00   ;   314,39 ;     
23.11.1990 07:01:00   ;   314,12 ;     
26.12.1991 07:01:00   ;   314,86 ;     
26.03.1992 07:01:00   ;   314,77 ;     
14.01.1993 07:01:00   ;   314,13 ;     
14.04.1994 07:01:00   ;   315,95 ;     
08.06.1995 07:01:00   ;   314,80 ;     
17.05.1996 07:01:00   ;   316,26 ;     
21.02.1997 07:01:00   ;   314,24 ;     
17.12.1998 07:01:00   ;   315,26 ;     
25.02.1999 07:01:00   ;   316,37 ;     
03.02.2000 07:01:00   ;   315,38 ;     
08.02.2001 07:01:00   ;   315,49 ;     
31.12.2002 23:59:55   ;   316,53 ;     
13.01.2003 07:01:00   ;   317,07 ;     
15.01.2004 07:01:00   ;   314,85 ;     
28.04.2005 07:01:00   ;   315,36 ;     
30.03.2006 07:01:00   ;   320,83 ;     
22.03.2007 07:01:00   ;   314,55 ;     
25.12.2008 07:01:00   ;   313,87 ;     
02.07.2009 07:01:00   ;   316,06 ;     
04.03.2010 07:01:00   ;   314,90 ;     
14.01.2011 07:01:00   ;   314,97 ;     
25.01.2012 07:01:00   ;   315,92 ;     
06.06.2013 07:01:00   ;   316,07 ;     
18.09.2014 07:01:00   ;   314,73 ;     
28.05.2015 07:01:00   ;   314,94 ;     
17.05.2016 07:01:00   ;   314,52 ;     
20.03.2017 07:01:00   ;   315,06 ;     
08.01.2018 07:01:00   ;   315,11 ;     
31.05.2019 07:01:00   ;   313,47 ;     
07.08.2020 07:01:00   ;   314,71 ;     
06.08.2021 07:01:00   ;   314,34 ;     
01.01.2022 00:00:05   ;   313,74 ;     
