Messstelle:                ;Pama, Bl 23
HZB-Nummer:                ;335455
HD-Nummer:                 ;
DBMS-Nummer:               ;1002253
PorenGW-Gebiet:            ;288 Heideboden
Grundwasserkörper:         ;Heideboden [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;keine Information
Höhenangaben [m ü.A.]:     ;gültig seit: ;08.11.2013
 Geländehöhe:              ;134,32
 Messpunkthöhe:            ;135,13
 Sohllage:                 ;121,84
 T-Messtiefe u.GOK:        ;9,19
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1992               ;17 03 50                 ;48 01 56
  31.12.1991               ;17 03 50                 ;48 01 56
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
19.04.1992 07:01:00   ;   130,51 ;     
03.05.1993 07:01:00   ;   130,42 ;     
19.06.1994 07:01:00   ;   130,76 ;     
31.12.1995 23:59:55   ;   131,11 ;     
14.04.1996 07:01:00   ;   132,26 ;     
13.04.1997 08:00:00   ;   131,53 ;     
31.12.1998 23:59:55   ;   131,43 ;     
14.03.1999 08:00:00   ;   131,72 ;     
12.04.2000 15:00:00   ;   131,89 ;     
21.04.2001 05:15:00   ;   131,35 ;     
13.04.2002 12:00:00   ;   131,49 ;     
05.02.2003 03:15:00   ;   131,81 ;     
27.04.2004 11:45:00   ;   131,86 ;     
28.03.2005 07:15:00   ;   131,46 ;     
10.06.2006 19:45:00   ;   131,88 ;     
25.12.2007 13:45:00   ;   131,63 ;     
11.02.2008 11:30:00   ;   131,75 ;     
04.04.2009 09:30:00   ;   132,22 ;     
25.02.2010 10:45:00   ;   132,10 ;     
19.01.2011 11:00:00   ;   132,06 ;     
15.02.2012 14:45:00   ;   131,28 ;     
05.04.2013 19:00:00   ;   132,31 ;     
12.12.2014 11:00:00   ;   131,90 ;     
01.03.2015 01:00:00   ;   132,21 ;     
01.03.2016 03:00:00   ;   131,87 ;     
18.03.2017 10:00:00   ;   131,18 ;     
12.04.2018 14:00:00   ;   131,37 ;     
18.02.2019 17:00:00   ;   131,67 ;     
31.12.2020 23:59:55   ;   131,52 ;     
04.03.2021 01:00:00   ;   131,74 ;     
