Messstelle:                ;Marchtrenk, Br 23.3
HZB-Nummer:                ;375725
HD-Nummer:                 ;W23.3
DBMS-Nummer:               ;4002955
PorenGW-Gebiet:            ;122 Welser Heide
Grundwasserkörper:         ;Welser Heide [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;08.01.1993
 Geländehöhe:              ;297,06
 Messpunkthöhe:            ;297,31
 Sohllage:                 ;287,51
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 06 57                 ;48 10 48
  01.01.2003               ;14 06 59                 ;48 10 50
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
30.09.1993 07:01:00   ;   291,10 ;     
21.04.1994 07:01:00   ;   291,34 ;     
28.09.1995 07:01:00   ;   291,07 ;     
17.05.1996 07:01:00   ;   291,28 ;     
25.09.1997 07:01:00   ;   291,26 ;     
12.11.1998 07:01:00   ;   290,85 ;     
14.05.1999 07:01:00   ;   291,02 ;     
06.04.2000 07:01:00   ;   290,98 ;     
03.05.2001 07:01:00   ;   290,89 ;     
15.08.2002 07:01:00   ;   291,49 ;     
07.01.2003 07:01:00   ;   291,12 ;     
10.06.2004 07:01:00   ;   290,83 ;     
18.08.2005 07:01:00   ;   291,04 ;     
04.05.2006 07:01:00   ;   291,28 ;     
12.09.2007 07:01:00   ;   291,03 ;     
27.11.2008 07:01:00   ;   290,89 ;     
25.06.2009 07:01:00   ;   291,33 ;     
14.01.2011 07:01:00   ;   290,73 ;     
25.01.2012 07:01:00   ;   290,82 ;     
06.06.2013 07:01:00   ;   291,70 ;     
30.10.2014 07:01:00   ;   290,88 ;     
28.05.2015 07:01:00   ;   290,86 ;     
12.07.2016 07:01:00   ;   291,05 ;     
15.05.2017 07:01:00   ;   290,83 ;     
08.01.2018 07:01:00   ;   290,91 ;     
07.08.2020 07:01:00   ;   290,80 ;     
13.08.2021 07:01:00   ;   290,91 ;     
