Messstelle:                ;Wels, Br 31.1
HZB-Nummer:                ;316711
HD-Nummer:                 ;W31.1
DBMS-Nummer:               ;4002388
PorenGW-Gebiet:            ;122 Welser Heide
Grundwasserkörper:         ;Welser Heide [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;18.03.2015
 Geländehöhe:              ;317,54
 Messpunkthöhe:            ;318,02
 Sohllage:                 ;305,19
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 01 09                 ;48 09 19
  01.01.2003               ;14 01 12                 ;48 09 21
  01.01.1981               ;14 01 12                 ;48 09 21
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  1988 bis -> FG41 Daten vor dem Vergleichszeitraum vorhanden, die wegen maßgeblicher hydrologischer Veränderungen nicht ausgewertet werden
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
21.04.1988 07:01:00   ;   309,47 ;     
01.01.1989 00:00:05   ;   308,49 ;     
12.07.1990 07:01:00   ;   308,85 ;     
08.08.1991 07:01:00   ;   309,09 ;     
17.12.1992 07:01:00   ;   308,65 ;     
05.08.1993 07:01:00   ;   308,47 ;     
28.04.1994 07:01:00   ;   309,22 ;     
29.06.1995 07:01:00   ;   308,99 ;     
30.05.1996 07:01:00   ;   309,58 ;     
31.07.1997 07:01:00   ;   309,11 ;     
19.11.1998 07:01:00   ;   308,78 ;     
11.03.1999 07:01:00   ;   309,21 ;     
13.04.2000 07:01:00   ;   309,12 ;     
19.04.2001 07:01:00   ;   308,88 ;     
29.08.2002 07:01:00   ;   309,65 ;     
13.01.2003 07:01:00   ;   309,79 ;     
10.06.2004 07:01:00   ;   308,78 ;     
21.07.2005 07:01:00   ;   309,34 ;     
13.04.2006 07:01:00   ;   310,13 ;     
19.09.2007 07:01:00   ;   308,84 ;     
08.05.2008 07:01:00   ;   308,24 ;     
16.07.2009 07:01:00   ;   309,79 ;     
05.08.2010 07:01:00   ;   308,90 ;     
27.01.2011 07:01:00   ;   308,34 ;     
30.01.2012 07:01:00   ;   308,84 ;     
20.06.2013 07:01:00   ;   309,51 ;     
06.11.2014 07:01:00   ;   308,88 ;     
04.06.2015 07:01:00   ;   308,75 ;     
19.07.2016 07:01:00   ;   308,91 ;     
15.05.2017 07:01:00   ;   308,91 ;     
05.02.2018 07:01:00   ;   308,98 ;     
07.06.2019 07:01:00   ;   308,60 ;     
14.08.2020 07:01:00   ;   308,72 ;     
20.08.2021 07:01:00   ;   308,55 ;     
