Messstelle:                ;Prutz, Bl 6 (102)
HZB-Nummer:                ;342345
HD-Nummer:                 ;
DBMS-Nummer:               ;7004262
Fremdnummer:               ;GW70619028
PorenGW-Gebiet:            ;024 Oberes Gericht
Grundwasserkörper:         ;Gruppe Zentralzone [DBJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Tirol
Messstellenbetreiber:      ;Tiroler Wasserkraftwerke-AG.
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.05.1981
 Geländehöhe:              ;861,87
 Messpunkthöhe:            ;862,67
 Sohllage:                 ;857,37
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.05.1981               ;10 40 08                 ;47 05 12
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
22.07.1981 11:00:00   ;   860,43 ;     
04.06.1982 09:30:00   ;   860,26 ;     
09.06.1983 08:15:00   ;   860,30 ;     
19.07.1984 08:30:00   ;   860,40 ;     
08.06.1985 16:45:00   ;   860,23 ;     
23.05.1986 17:30:00   ;   860,33 ;     
20.07.1987 13:45:00   ;   860,59 ;     
19.05.1988 18:15:00   ;   860,07 ;     
13.07.1989 19:15:00   ;   860,21 ;     
28.07.1990 08:30:00   ;   860,45 ;     
19.06.1991 00:30:00   ;   860,32 ;     
04.06.1992 02:00:00   ;   860,31 ;     
16.10.1993 04:30:00   ;   860,10 ;     
08.07.1994 07:15:00   ;   860,31 ;     
04.07.1995 23:45:00   ;   860,19 ;     
08.07.1996 13:13:00   ;   859,71 ;     
30.06.1997 13:35:00   ;   860,30 ;     
04.07.1998 15:15:00   ;   860,07 ;     
04.06.1999 16:45:00   ;   860,51 ;     
13.08.2000 03:00:00   ;   860,72 ;     
01.06.2001 13:15:00   ;   860,64 ;     
26.06.2002 20:00:00   ;   860,66 ;     
28.06.2003 05:15:00   ;   860,40 ;     
09.07.2004 00:45:00   ;   860,39 ;     
28.06.2005 18:30:00   ;   860,32 ;     
20.06.2006 06:00:00   ;   860,09 ;     
11.07.2007 16:30:00   ;   860,01 ;     
15.07.2008 13:00:00   ;   860,54 ;     
27.05.2009 10:45:00   ;   860,39 ;     
14.06.2010 17:00:00   ;   860,56 ;     
24.06.2011 06:30:00   ;   860,16 ;     
22.06.2012 14:15:00   ;   860,50 ;     
22.06.2013 13:00:00   ;   860,45 ;     
15.08.2014 14:30:00   ;   860,37 ;     
10.06.2015 01:45:00   ;   860,26 ;     
28.06.2016 01:00:00   ;   860,21 ;     
25.06.2017 07:00:00   ;   860,22 ;     
31.05.2018 17:45:00   ;   860,23 ;     
29.06.2019 10:45:00   ;   860,76 ;     
03.07.2020 12:00:00   ;   860,16 ;     
23.06.2021 10:15:00   ;   860,28 ;     
