Messstelle:                ;Strassen, Bl 39 (Sa605)
HZB-Nummer:                ;339879
HD-Nummer:                 ;
DBMS-Nummer:               ;7002254
Fremdnummer:               ;GW70729014
PorenGW-Gebiet:            ;404 Pustertal
Grundwasserkörper:         ;Gruppe Zentralzone [DRA]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Tirol
Messstellenbetreiber:      ;Tiroler Wasserkraftwerke-AG.
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.01.1984
 Geländehöhe:              ;1065,05
 Messpunkthöhe:            ;1065,95
 Sohllage:                 ;1058,50
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1984               ;12 28 49                 ;46 44 56
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
13.04.1987 07:01:00   ;  1064,99 ;     
19.09.1994 07:01:00   ;  1064,07 ;     
27.03.1995 07:01:00   ;  1064,42 ;     
18.11.1996 07:01:00   ;  1064,78 ;     
30.06.1997 07:01:00   ;  1064,41 ;     
12.10.1998 07:01:00   ;  1064,37 ;     
21.09.1999 08:30:00   ;  1064,25 ;     
27.11.2000 11:35:00   ;  1064,28 ;     
05.03.2001 10:45:00   ;  1063,80 ;     
20.11.2002 09:35:00   ;  1064,87 ;     
12.07.2004 10:00:00   ;  1063,84 ;     
10.10.2005 13:05:00   ;  1064,29 ;     
27.03.2006 10:35:00   ;  1064,18 ;     
07.03.2007 23:30:00   ;  1064,29 ;     
30.05.2008 07:45:00   ;  1064,62 ;     
11.04.2009 15:00:00   ;  1064,97 ;     
24.03.2010 18:15:00   ;  1064,75 ;     
19.06.2011 04:30:00   ;  1064,53 ;     
11.11.2012 17:15:00   ;  1064,91 ;     
11.04.2013 17:00:00   ;  1064,80 ;     
07.04.2014 22:00:00   ;  1064,99 ;     
16.10.2015 15:00:00   ;  1064,54 ;     
10.08.2016 08:45:00   ;  1064,85 ;     
24.07.2017 17:30:00   ;  1064,75 ;     
29.10.2018 21:15:00   ;  1064,96 ;     
18.11.2019 02:45:00   ;  1064,72 ;     
01.09.2020 09:30:00   ;  1064,85 ;     
22.04.2021 15:00:00   ;  1064,87 ;     
