Messstelle:                ;Kreisbichl, Br 43.1
HZB-Nummer:                ;376772
HD-Nummer:                 ;W43.1
DBMS-Nummer:               ;4002993
PorenGW-Gebiet:            ;122 Welser Heide
Grundwasserkörper:         ;Welser Heide [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Hydrographischer Dienst
Höhenangaben [m ü.A.]:     ;gültig seit: ;05.01.1993
 Geländehöhe:              ;347,29
 Messpunkthöhe:            ;347,64
 Sohllage:                 ;333,36
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;13 54 21                 ;48 05 13
  01.01.2003               ;13 54 25                 ;48 05 15
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
28.06.1993 07:01:00   ;   335,39 ;     
18.04.1994 07:01:00   ;   335,55 ;     
26.06.1995 07:01:00   ;   335,74 ;     
16.09.1996 07:01:00   ;   336,14 ;     
22.07.1997 07:01:00   ;   336,53 ;     
07.09.1998 07:01:00   ;   335,37 ;     
10.05.1999 07:01:00   ;   335,61 ;     
24.04.2000 07:01:00   ;   335,40 ;     
10.09.2001 07:01:00   ;   335,71 ;     
25.03.2002 07:01:00   ;   335,95 ;     
13.10.2003 07:01:00   ;   335,13 ;     
07.06.2004 07:01:00   ;   335,49 ;     
11.07.2005 07:01:00   ;   335,94 ;     
03.04.2006 07:01:00   ;   335,85 ;     
10.09.2007 07:01:00   ;   336,49 ;     
17.03.2008 07:01:00   ;   334,99 ;     
29.06.2009 07:01:00   ;   336,17 ;     
07.06.2010 07:01:00   ;   335,34 ;     
17.01.2011 07:01:00   ;   335,03 ;     
04.06.2012 07:01:00   ;   335,23 ;     
04.06.2013 07:01:00   ;   336,90 ;     
19.05.2014 07:01:00   ;   335,30 ;     
12.01.2015 07:01:00   ;   335,02 ;     
08.02.2016 07:01:00   ;   334,90 ;     
04.09.2017 07:01:00   ;   334,98 ;     
24.12.2018 07:01:00   ;   334,66 ;     
03.06.2019 07:01:00   ;   334,78 ;     
03.02.2020 07:01:00   ;   335,17 ;     
19.07.2021 07:01:00   ;   334,99 ;     
