Messstelle:                ;Rax, Br 5
HZB-Nummer:                ;335299
HD-Nummer:                 ;
DBMS-Nummer:               ;1002237
PorenGW-Gebiet:            ;331 Raabtal
Grundwasserkörper:         ;Raabtal [LRR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;keine Information
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.01.1990
 Geländehöhe:              ;238,18
 Messpunkthöhe:            ;238,28
 Sohllage:                 ;233,38
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1990               ;16 09 52                 ;46 56 30
  31.12.1989               ;16 09 52                 ;46 56 30
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch für ein Jahr:
  2016 HG13 fehlende Monatsmittel zufolge Beobachterausfall
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
03.11.1990 07:01:00   ;   236,59 ;     
23.11.1991 07:01:00   ;   236,83 ;     
28.03.1992 07:01:00   ;   236,73 ;     
24.12.1993 07:01:00   ;   236,38 ;     
29.10.1994 07:01:00   ;   236,61 ;     
27.02.1995 07:01:00   ;   236,77 ;     
06.04.1996 07:01:00   ;   236,78 ;     
15.02.1997 14:30:00   ;   236,56 ;     
07.11.1998 14:30:00   ;   236,68 ;     
22.05.1999 14:00:00   ;   236,73 ;     
30.12.2000 14:00:00   ;   236,50 ;     
01.01.2001 00:00:05   ;   236,49 ;     
07.12.2002 14:00:00   ;   236,10 ;     
08.03.2003 14:00:00   ;   235,98 ;     
26.06.2004 14:00:00   ;   236,42 ;     
27.08.2005 14:00:00   ;   236,07 ;     
11.03.2006 14:00:00   ;   236,38 ;     
07.04.2007 14:00:00   ;   236,32 ;     
07.06.2008 14:00:00   ;   236,21 ;     
27.06.2009 14:00:00   ;   236,58 ;     
25.09.2010 14:50:00   ;   236,45 ;     
01.01.2011 15:00:00   ;   236,26 ;     
01.12.2012 15:00:00   ;   236,10 ;     
02.03.2013 14:55:00   ;   236,60 ;     
13.09.2014 14:55:00   ;   236,73 ;     
07.02.2015 14:45:00   ;   236,32 ;     
19.11.2016 15:05:00   ;   236,11 ;     
16.12.2017 14:45:00   ;   236,23 ;     
17.03.2018 15:10:00   ;   236,34 ;     
01.06.2019 15:00:00   ;   236,22 ;     
16.10.2020 13:00:00   ;   236,48 ;     
08.01.2021 13:05:00   ;   236,24 ;     
