Messstelle:                ;Pottendorf, Br
HZB-Nummer:                ;314021
HD-Nummer:                 ;
DBMS-Nummer:               ;3002569
PorenGW-Gebiet:            ;250 Südliches Wiener Becken
Grundwasserkörper:         ;Südl. Wiener Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Niederösterreich
Messstellenbetreiber:      ;Hydrographischer Dienst
Höhenangaben [m ü.A.]:     ;gültig seit: ;03.09.1979
 Geländehöhe:              ;218,58
 Messpunkthöhe:            ;218,58
 Sohllage:                 ;212,75
 T-Messtiefe u.GOK:        ;4,00
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2019               ;16 23 21                 ;47 54 20
  01.01.2009               ;16 23 21                 ;47 54 20
  01.06.1967               ;16 23 20                 ;47 54 20
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.06.1967 07:01:00   ;   216,38 ;     
22.01.1968 07:01:00   ;   215,94 ;     
07.04.1969 07:01:00   ;   215,94 ;     
16.03.1970 07:01:00   ;   215,97 ;     
03.01.1971 07:01:00   ;   215,92 ;     
10.08.1972 07:01:00   ;   216,25 ;     
14.05.1973 07:01:00   ;   215,87 ;     
31.01.1974 07:01:00   ;   215,91 ;     
07.07.1975 07:01:00   ;   216,11 ;     
12.02.1976 07:01:00   ;   215,91 ;     
01.01.1977 00:00:05   ;   215,89 ;     
06.02.1978 07:01:00   ;   215,89 ;     
23.04.1979 07:01:00   ;   215,97 ;     
31.12.1980 23:59:55   ;   216,00 ;     
05.01.1981 07:01:00   ;   216,01 ;     
05.08.1982 07:01:00   ;   216,16 ;     
07.03.1983 07:01:00   ;   216,08 ;     
28.05.1984 07:01:00   ;   215,91 ;     
18.04.1985 07:01:00   ;   215,99 ;     
20.03.1986 07:01:00   ;   216,18 ;     
30.03.1987 07:01:00   ;   216,13 ;     
28.04.1988 07:01:00   ;   216,01 ;     
18.09.1989 07:01:00   ;   216,03 ;     
26.04.1990 07:01:00   ;   215,92 ;     
19.08.1991 07:01:00   ;   216,16 ;     
14.12.1992 07:01:00   ;   216,18 ;     
31.12.1993 23:59:55   ;   216,10 ;     
10.01.1994 07:01:00   ;   216,16 ;     
21.09.1995 07:01:00   ;   216,08 ;     
23.05.1996 07:01:00   ;   216,33 ;     
10.07.1997 07:01:00   ;   216,18 ;     
19.02.1998 07:01:00   ;   216,04 ;     
10.06.1999 07:01:00   ;   216,07 ;     
06.04.2000 07:01:00   ;   216,15 ;     
13.12.2001 07:01:00   ;   215,94 ;     
26.12.2002 07:01:00   ;   216,20 ;     
07.02.2003 07:01:00   ;   216,20 ;     
11.06.2004 07:01:00   ;   216,22 ;     
06.05.2005 07:01:00   ;   216,21 ;     
05.05.2006 07:01:00   ;   216,34 ;     
02.11.2007 07:01:00   ;   216,36 ;     
01.08.2008 07:01:00   ;   216,36 ;     
03.07.2009 07:01:00   ;   216,53 ;     
04.06.2010 07:01:00   ;   216,31 ;     
01.01.2011 00:00:05   ;   216,27 ;     
14.12.2012 07:01:00   ;   216,20 ;     
01.03.2013 07:01:00   ;   216,46 ;     
26.09.2014 07:01:00   ;   216,46 ;     
29.05.2015 07:01:00   ;   216,32 ;     
26.08.2016 07:01:00   ;   216,20 ;     
21.04.2017 07:01:00   ;   216,16 ;     
28.12.2018 07:01:00   ;   216,25 ;     
01.01.2019 00:00:05   ;   216,24 ;     
30.10.2020 07:01:00   ;   216,19 ;     
26.02.2021 07:01:00   ;   216,18 ;     
