Messstelle:                ;Marchtrenk, Br 23.13
HZB-Nummer:                ;375626
HD-Nummer:                 ;W23.13
DBMS-Nummer:               ;4002960
PorenGW-Gebiet:            ;122 Welser Heide
Grundwasserkörper:         ;Welser Heide [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;08.01.1993
 Geländehöhe:              ;304,08
 Messpunkthöhe:            ;304,26
 Sohllage:                 ;295,22
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 06 22                 ;48 11 51
  01.01.2003               ;14 06 26                 ;48 11 54
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
09.04.1993 07:01:00   ;   296,37 ;     
05.05.1994 07:01:00   ;   297,45 ;     
27.04.1995 07:01:00   ;   296,83 ;     
13.06.1996 07:01:00   ;   297,03 ;     
15.05.1997 07:01:00   ;   296,81 ;     
01.01.1998 00:00:05   ;   296,21 ;     
25.03.1999 07:01:00   ;   296,55 ;     
20.04.2000 07:01:00   ;   296,67 ;     
26.04.2001 07:01:00   ;   296,55 ;     
28.11.2002 07:01:00   ;   297,00 ;     
13.01.2003 07:01:00   ;   297,12 ;     
15.04.2004 07:01:00   ;   296,20 ;     
21.07.2005 07:01:00   ;   296,46 ;     
27.04.2006 07:01:00   ;   297,14 ;     
12.04.2007 07:01:00   ;   296,45 ;     
24.04.2008 07:01:00   ;   296,35 ;     
23.07.2009 07:01:00   ;   297,19 ;     
24.06.2010 07:01:00   ;   296,69 ;     
17.03.2011 07:01:00   ;   295,94 ;     
15.02.2012 07:01:00   ;   296,04 ;     
04.07.2013 07:01:00   ;   297,25 ;     
13.11.2014 07:01:00   ;   296,32 ;     
11.06.2015 07:01:00   ;   296,63 ;     
19.07.2016 07:01:00   ;   296,44 ;     
21.08.2017 07:01:00   ;   295,99 ;     
12.02.2018 07:01:00   ;   296,55 ;     
15.03.2019 07:01:00   ;   295,89 ;     
04.09.2020 07:01:00   ;   295,97 ;     
05.03.2021 07:01:00   ;   296,27 ;     
