Messstelle:                ;Kroatisch Minihof, Br 2
HZB-Nummer:                ;335679
HD-Nummer:                 ;
DBMS-Nummer:               ;1002275
PorenGW-Gebiet:            ;322 Nikitschbachtal
Grundwasserkörper:         ;Gruppe Ikvatal [LRR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;keine Information
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.05.1994
 Geländehöhe:              ;252,34
 Messpunkthöhe:            ;252,94
 Sohllage:                 ;241,63
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1993               ;16 38 48                 ;47 31 39
  31.12.1992               ;16 38 43                 ;47 31 38
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
18.04.1993 07:01:00   ;   243,87 ;     
03.07.1994 07:01:00   ;   244,06 ;     
30.07.1995 07:01:00   ;   244,29 ;     
10.11.1996 07:01:00   ;   245,47 ;     
05.01.1997 11:00:00   ;   245,34 ;     
20.12.1998 11:00:00   ;   244,94 ;     
12.09.1999 10:00:00   ;   245,07 ;     
07.05.2000 10:00:00   ;   245,10 ;     
01.01.2001 00:00:05   ;   244,41 ;     
01.01.2002 00:00:05   ;   243,85 ;     
23.03.2003 10:00:00   ;   243,55 ;     
24.07.2004 10:00:00   ;   243,57 ;     
01.01.2005 00:00:05   ;   243,17 ;     
03.09.2006 10:00:00   ;   243,62 ;     
31.12.2007 23:59:55   ;   243,61 ;     
02.11.2008 10:00:00   ;   244,36 ;     
24.05.2009 10:00:00   ;   244,74 ;     
26.12.2010 10:00:00   ;   244,44 ;     
20.02.2011 10:14:00   ;   244,51 ;     
01.01.2012 00:00:05   ;   243,80 ;     
28.07.2013 09:22:00   ;   244,45 ;     
31.12.2014 23:59:55   ;   244,98 ;     
29.03.2015 11:24:00   ;   245,12 ;     
26.06.2016 10:23:00   ;   244,52 ;     
01.01.2017 00:00:05   ;   244,08 ;     
15.07.2018 10:40:00   ;   243,64 ;     
01.01.2019 00:00:05   ;   243,40 ;     
12.01.2020 10:24:00   ;   243,07 ;     
21.03.2021 09:42:00   ;   243,02 ;     
