Messstelle:                ;Mitterndorf a.d.F., Bl Th1
HZB-Nummer:                ;300830
HD-Nummer:                 ;
DBMS-Nummer:               ;11002119
PorenGW-Gebiet:            ;250 Südliches Wiener Becken
Grundwasserkörper:         ;Südl. Wiener Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;Magistratsabteilung 31
Bundesland:                ;Niederösterreich
Messstellenbetreiber:      ;Stadt Wien, Magistratsabteilung 31 - Wasserwerke
Höhenangaben [m ü.A.]:     ;gültig seit: ;17.11.2017
 Geländehöhe:              ;186,66
 Messpunkthöhe:            ;187,56
 Sohllage:                 ;182,57
 T-Messtiefe u.GOK:        ;3,60
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  27.09.1965               ;16 28 01                 ;47 59 28
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  2004 bis -> FG05 durch Entnahme zeitweise beeinflusst
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch für ein Jahr:
  2002 durch Pumpbetrieb vom 28. 10. - 4. 11. beeinflusst
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
26.12.1966 07:01:00   ;   185,54 ;     
16.01.1967 07:01:00   ;   185,51 ;     
22.01.1968 07:01:00   ;   185,43 ;     
31.03.1969 07:01:00   ;   185,44 ;     
06.04.1970 07:01:00   ;   185,51 ;     
05.04.1971 07:01:00   ;   185,30 ;     
31.07.1972 07:01:00   ;   185,57 ;     
30.04.1973 07:01:00   ;   185,31 ;     
21.01.1974 07:01:00   ;   185,47 ;     
07.07.1975 07:01:00   ;   185,57 ;     
26.01.1976 07:01:00   ;   185,44 ;     
14.02.1977 07:01:00   ;   185,62 ;     
03.04.1978 07:01:00   ;   185,21 ;     
09.04.1979 07:01:00   ;   185,43 ;     
05.05.1980 07:01:00   ;   185,38 ;     
31.12.1981 23:59:55   ;   185,35 ;     
01.02.1982 07:01:00   ;   185,48 ;     
10.01.1983 07:01:00   ;   185,46 ;     
16.04.1984 07:01:00   ;   185,21 ;     
25.03.1985 07:01:00   ;   185,59 ;     
17.03.1986 07:01:00   ;   185,63 ;     
23.02.1987 07:01:00   ;   185,66 ;     
28.03.1988 07:01:00   ;   185,42 ;     
09.01.1989 07:01:00   ;   185,32 ;     
30.04.1990 07:01:00   ;   185,28 ;     
21.05.1991 07:01:00   ;   185,61 ;     
30.03.1992 07:01:00   ;   185,54 ;     
31.12.1993 23:59:55   ;   185,48 ;     
03.01.1994 07:01:00   ;   185,53 ;     
27.12.1995 07:01:00   ;   185,50 ;     
13.05.1996 07:01:00   ;   186,01 ;     
24.03.1997 07:01:00   ;   185,58 ;     
17.12.1998 07:01:00   ;   185,40 ;     
08.03.1999 07:01:00   ;   185,48 ;     
03.04.2000 07:01:00   ;   185,56 ;     
10.12.2001 07:01:00   ;   185,30 ;     
31.12.2002 23:59:55   ;   185,62 ;     
02.01.2003 07:01:00   ;   185,62 ;     
25.03.2004 07:01:00   ;   185,57 ;     
21.03.2005 07:01:00   ;   185,41 ;     
23.02.2006 07:01:00   ;   185,48 ;     
13.12.2007 00:00:00   ;   185,71 ;     
24.07.2008 00:00:00   ;   185,67 ;     
25.06.2009 16:00:00   ;   186,10 ;     
15.08.2010 05:00:00   ;   185,56 ;     
15.01.2011 03:00:00   ;   185,43 ;     
26.12.2012 09:00:00   ;   185,30 ;     
28.02.2013 20:00:00   ;   185,72 ;     
14.09.2014 02:00:00   ;   185,99 ;     
11.01.2015 18:00:00   ;   185,41 ;     
04.02.2016 01:00:00   ;   185,30 ;     
07.02.2017 05:00:00   ;   185,34 ;     
24.12.2018 13:00:00   ;   185,52 ;     
01.01.2019 00:00:05   ;   185,42 ;     
17.10.2020 04:00:00   ;   185,40 ;     
30.01.2021 03:00:00   ;   185,41 ;     
