Messstelle:                ;St.Anton i.M., Bl 09.26.03
HZB-Nummer:                ;347120
HD-Nummer:                 ;09.26.03
DBMS-Nummer:               ;8002283
PorenGW-Gebiet:            ;001 Montafon
Grundwasserkörper:         ;Gruppe Nördliche Kalkalpen [RHE]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Vorarlberg
Messstellenbetreiber:      ;Vorarlberger Illwerke-AG.
Höhenangaben [m ü.A.]:     ;gültig seit: ;18.11.2019
 Geländehöhe:              ;624,00
 Messpunkthöhe:            ;625,00
 Sohllage:                 ;617,50
 T-Messtiefe u.GOK:        ;6,00
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1996               ;09 51 56                 ;47 06 19
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
15.07.1996 07:01:00   ;   619,95 ;     
07.07.1997 07:01:00   ;   620,33 ;     
23.11.1998 07:01:00   ;   619,92 ;     
24.05.1999 07:01:00   ;   621,43 ;     
07.08.2000 07:01:00   ;   621,15 ;     
18.06.2001 07:01:00   ;   620,80 ;     
12.08.2002 07:01:00   ;   620,64 ;     
13.10.2003 07:01:00   ;   620,01 ;     
19.01.2004 07:01:00   ;   620,64 ;     
24.08.2005 07:01:00   ;   621,09 ;     
29.05.2006 12:50:00   ;   620,27 ;     
16.07.2007 07:01:00   ;   620,17 ;     
28.07.2008 07:01:00   ;   620,45 ;     
29.06.2009 07:01:00   ;   620,40 ;     
13.09.2010 07:01:00   ;   620,94 ;     
17.10.2011 07:01:00   ;   620,24 ;     
12.06.2012 15:00:00   ;   620,81 ;     
02.06.2013 14:00:00   ;   620,67 ;     
14.08.2014 00:00:00   ;   620,32 ;     
24.06.2015 16:00:00   ;   620,50 ;     
17.06.2016 11:00:00   ;   620,89 ;     
15.11.2017 19:00:00   ;   620,43 ;     
23.01.2018 15:00:00   ;   620,38 ;     
05.06.2019 20:00:00   ;   620,74 ;     
04.06.2020 13:00:00   ;   620,29 ;     
04.08.2021 23:00:00   ;   620,27 ;     
