Messstelle:                ;Ruprechtshofen, Bl 2102.015
HZB-Nummer:                ;308700
HD-Nummer:                 ;2102.015
DBMS-Nummer:               ;4002213
PorenGW-Gebiet:            ;177 Nördliches Machland
Grundwasserkörper:         ;Machland [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Österreichische Donaukraftwerke AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;03.02.1994
 Geländehöhe:              ;239,70
 Messpunkthöhe:            ;240,70
 Sohllage:                 ;233,95
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 37 07                 ;48 12 35
  01.01.2003               ;14 37 12                 ;48 12 37
  01.01.1964               ;14 37 12                 ;48 12 37
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
14.12.1964 07:01:00   ;   236,27 ;     
14.06.1965 07:01:00   ;   238,57 ;     
25.07.1966 07:01:00   ;   237,43 ;     
18.01.1967 07:01:00   ;   236,70 ;     
20.03.1968 07:01:00   ;   236,35 ;     
23.07.1969 07:01:00   ;   236,20 ;     
04.03.1970 07:01:00   ;   236,44 ;     
07.01.1971 07:01:00   ;   236,23 ;     
26.07.1972 07:01:00   ;   236,34 ;     
11.07.1973 07:01:00   ;   236,52 ;     
24.12.1974 07:01:00   ;   236,68 ;     
08.07.1975 07:01:00   ;   237,08 ;     
27.01.1976 07:01:00   ;   236,48 ;     
08.03.1977 07:01:00   ;   236,72 ;     
11.07.1978 07:01:00   ;   236,27 ;     
08.05.1979 07:01:00   ;   236,81 ;     
13.05.1980 07:01:00   ;   236,56 ;     
21.07.1981 07:01:00   ;   237,53 ;     
09.02.1982 07:01:00   ;   236,74 ;     
05.04.1983 07:01:00   ;   236,40 ;     
20.03.1984 07:01:00   ;   236,30 ;     
20.08.1985 07:01:00   ;   237,30 ;     
04.02.1986 07:01:00   ;   236,70 ;     
31.03.1987 07:01:00   ;   236,69 ;     
06.04.1988 07:01:00   ;   237,09 ;     
01.01.1989 00:00:05   ;   236,64 ;     
27.03.1990 07:01:00   ;   236,43 ;     
06.08.1991 07:01:00   ;   238,31 ;     
25.11.1992 07:01:00   ;   236,71 ;     
25.03.1993 07:01:00   ;   236,52 ;     
21.04.1994 07:01:00   ;   236,55 ;     
20.04.1995 07:01:00   ;   236,22 ;     
04.06.1996 07:01:00   ;   236,52 ;     
24.07.1997 07:01:00   ;   236,82 ;     
18.11.1998 07:01:00   ;   236,29 ;     
04.03.1999 07:01:00   ;   236,55 ;     
05.04.2000 07:01:00   ;   236,43 ;     
25.04.2001 07:01:00   ;   236,46 ;     
13.08.2002 07:01:00   ;   239,70 ;     
30.01.2003 07:01:00   ;   236,85 ;     
08.04.2004 07:01:00   ;   236,37 ;     
14.07.2005 07:01:00   ;   236,62 ;     
06.04.2006 07:01:00   ;   236,89 ;     
13.09.2007 07:01:00   ;   236,77 ;     
27.03.2008 07:01:00   ;   236,30 ;     
25.06.2009 07:01:00   ;   236,69 ;     
25.03.2010 07:01:00   ;   236,33 ;     
20.01.2011 07:01:00   ;   236,30 ;     
21.06.2012 07:01:00   ;   236,26 ;     
06.06.2013 07:01:00   ;   237,76 ;     
23.10.2014 07:01:00   ;   236,20 ;     
16.04.2015 07:01:00   ;   236,16 ;     
28.07.2016 07:01:00   ;   236,34 ;     
23.03.2017 07:01:00   ;   236,20 ;     
25.01.2018 07:01:00   ;   236,29 ;     
30.05.2019 07:01:00   ;   236,18 ;     
10.09.2020 07:01:00   ;   236,26 ;     
11.02.2021 07:01:00   ;   236,29 ;     
