Messstelle:                ;Wilhering, Bl 2142.006
HZB-Nummer:                ;374637
HD-Nummer:                 ;2142.006
DBMS-Nummer:               ;4003043
Fremdnummer:               ;EO232
PorenGW-Gebiet:            ;096 Südliches Eferdinger Becken
Grundwasserkörper:         ;Gruppe Böhmische Masse [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Österreichische Donaukraftwerke AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;24.05.1971
 Geländehöhe:              ;268,96
 Messpunkthöhe:            ;269,31
 Sohllage:                 ;260,36
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 11 30                 ;48 19 23
  01.01.2003               ;14 11 33                 ;48 19 25
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
17.07.1972 07:01:00   ;   267,65 ;     
12.03.1973 07:01:00   ;   267,25 ;     
17.06.1974 07:01:00   ;   267,35 ;     
07.07.1975 07:01:00   ;   267,72 ;     
26.01.1976 07:01:00   ;   267,19 ;     
28.02.1977 07:01:00   ;   267,30 ;     
27.03.1978 07:01:00   ;   266,88 ;     
09.04.1979 07:01:00   ;   267,56 ;     
28.04.1980 07:01:00   ;   267,24 ;     
05.01.1981 07:01:00   ;   267,33 ;     
01.02.1982 07:01:00   ;   267,30 ;     
07.03.1983 07:01:00   ;   266,97 ;     
16.01.1984 07:01:00   ;   267,21 ;     
12.08.1985 07:01:00   ;   267,11 ;     
27.01.1986 07:01:00   ;   267,18 ;     
25.05.1987 07:01:00   ;   267,04 ;     
28.03.1988 07:01:00   ;   267,83 ;     
02.05.1989 07:01:00   ;   266,80 ;     
05.03.1990 07:01:00   ;   266,77 ;     
05.08.1991 07:01:00   ;   267,49 ;     
07.12.1992 07:01:00   ;   266,79 ;     
06.09.1993 07:01:00   ;   266,81 ;     
18.04.1994 07:01:00   ;   266,99 ;     
05.06.1995 07:01:00   ;   266,91 ;     
27.05.1996 07:01:00   ;   267,38 ;     
28.07.1997 07:01:00   ;   267,16 ;     
02.11.1998 07:01:00   ;   267,15 ;     
22.02.1999 07:01:00   ;   267,06 ;     
01.04.2000 07:01:00   ;   267,26 ;     
30.03.2001 07:01:00   ;   267,03 ;     
22.03.2002 07:01:00   ;   267,50 ;     
03.01.2003 07:01:00   ;   267,29 ;     
26.03.2004 07:01:00   ;   266,91 ;     
18.02.2005 07:01:00   ;   266,85 ;     
31.03.2006 07:01:00   ;   267,64 ;     
14.12.2007 07:01:00   ;   266,78 ;     
25.04.2008 07:01:00   ;   266,67 ;     
13.03.2009 07:01:00   ;   267,01 ;     
25.07.2010 07:01:00   ;   267,22 ;     
14.10.2011 07:01:00   ;   266,75 ;     
28.01.2012 07:01:00   ;   267,00 ;     
02.02.2013 07:01:00   ;   266,86 ;     
06.09.2014 07:01:00   ;   265,97 ;     
13.06.2015 07:01:00   ;   266,35 ;     
22.07.2016 07:01:00   ;   266,60 ;     
09.09.2017 07:01:00   ;   266,44 ;     
20.01.2018 07:01:00   ;   266,63 ;     
06.09.2019 07:01:00   ;   266,24 ;     
28.02.2020 07:01:00   ;   266,08 ;     
10.09.2021 07:01:00   ;   266,38 ;     
