Messstelle:                ;St.Jakob i.R., Bl 513
HZB-Nummer:                ;338319
HD-Nummer:                 ;
DBMS-Nummer:               ;2002118
PorenGW-Gebiet:            ;435 Rosental
Grundwasserkörper:         ;Rosental [DRA]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Kärnten
Messstellenbetreiber:      ;
Höhenangaben [m ü.A.]:     ;gültig seit: ;16.05.2019
 Geländehöhe:              ;466,66
 Messpunkthöhe:            ;467,04
 Sohllage:                 ;455,74
 T-Messtiefe u.GOK:        ;7,62
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  19.03.1964               ;14 03 30                 ;46 34 02
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
07.12.1992 07:01:00   ;   462,03 ;     
25.10.1993 07:01:00   ;   462,18 ;     
14.11.1994 07:01:00   ;   461,52 ;     
27.03.1995 07:01:00   ;   461,53 ;     
25.11.1996 07:01:00   ;   461,93 ;     
07.07.1997 07:30:00   ;   461,48 ;     
12.10.1998 07:30:00   ;   461,98 ;     
30.08.1999 07:30:00   ;   461,67 ;     
22.11.2000 07:30:00   ;   462,56 ;     
15.01.2001 07:30:00   ;   461,58 ;     
02.12.2002 07:30:00   ;   461,86 ;     
03.11.2003 07:30:00   ;   461,49 ;     
11.07.2004 16:15:00   ;   461,68 ;     
10.10.2005 03:45:00   ;   461,63 ;     
30.03.2006 17:15:00   ;   461,89 ;     
12.04.2007 15:15:00   ;   461,39 ;     
18.12.2008 16:30:00   ;   461,65 ;     
26.12.2009 16:00:00   ;   461,99 ;     
01.01.2010 00:00:05   ;   461,72 ;     
21.06.2011 05:15:00   ;   461,49 ;     
06.11.2012 17:30:00   ;   462,21 ;     
09.04.2013 21:00:00   ;   461,80 ;     
21.11.2014 04:00:00   ;   462,05 ;     
19.10.2015 21:00:00   ;   461,62 ;     
09.03.2016 17:00:00   ;   461,71 ;     
22.09.2017 05:00:00   ;   461,97 ;     
28.10.2018 20:00:00   ;   461,99 ;     
19.11.2019 01:00:00   ;   462,23 ;     
14.10.2020 05:00:00   ;   461,99 ;     
05.06.2021 21:00:00   ;   461,75 ;     
