Messstelle:                ;Straß, Bl 2151.008
HZB-Nummer:                ;314435
HD-Nummer:                 ;2151.008
DBMS-Nummer:               ;4002309
Fremdnummer:               ;O221
PorenGW-Gebiet:            ;096 Südliches Eferdinger Becken
Grundwasserkörper:         ;Eferdinger Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Österreichische Donaukraftwerke AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;14.12.1976
 Geländehöhe:              ;261,23
 Messpunkthöhe:            ;262,83
 Sohllage:                 ;253,20
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 05 17                 ;48 17 56
  01.01.2003               ;14 05 22                 ;48 17 57
  01.08.1968               ;14 05 22                 ;48 17 57
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
03.02.1969 07:01:00   ;   257,93 ;     
12.08.1970 07:01:00   ;   259,58 ;     
01.01.1971 00:00:05   ;   257,89 ;     
02.12.1972 07:01:00   ;   257,85 ;     
15.03.1973 07:01:00   ;   257,94 ;     
09.12.1974 07:01:00   ;   258,67 ;     
08.07.1975 07:01:00   ;   258,51 ;     
25.01.1976 07:01:00   ;   258,40 ;     
12.02.1977 07:01:00   ;   258,37 ;     
06.01.1978 07:01:00   ;   257,93 ;     
12.04.1979 07:01:00   ;   258,29 ;     
11.02.1980 07:01:00   ;   258,34 ;     
22.07.1981 07:01:00   ;   258,95 ;     
01.02.1982 07:01:00   ;   259,45 ;     
06.02.1983 07:01:00   ;   257,97 ;     
15.02.1984 07:01:00   ;   257,85 ;     
09.08.1985 07:01:00   ;   258,22 ;     
20.01.1986 07:01:00   ;   258,58 ;     
23.12.1987 07:01:00   ;   258,14 ;     
26.03.1988 07:01:00   ;   258,85 ;     
01.01.1989 00:00:05   ;   258,10 ;     
16.02.1990 07:01:00   ;   258,01 ;     
04.08.1991 07:01:00   ;   258,49 ;     
26.03.1992 07:01:00   ;   257,93 ;     
19.03.1993 07:01:00   ;   257,90 ;     
15.04.1994 07:01:00   ;   258,33 ;     
03.04.1995 07:01:00   ;   257,99 ;     
17.05.1996 07:01:00   ;   258,15 ;     
20.07.1997 12:00:00   ;   258,17 ;     
27.11.1998 12:00:00   ;   258,02 ;     
23.02.1999 12:00:00   ;   258,32 ;     
01.04.2000 07:00:00   ;   258,35 ;     
27.03.2001 14:00:00   ;   258,17 ;     
14.08.2002 00:49:55   ;   261,23 ;     
05.01.2003 11:00:00   ;   258,57 ;     
15.01.2004 07:00:00   ;   257,99 ;     
14.02.2005 09:00:00   ;   258,38 ;     
01.04.2006 04:00:00   ;   259,13 ;     
12.03.2007 02:00:00   ;   258,00 ;     
06.04.2008 00:00:00   ;   257,89 ;     
30.06.2009 11:00:00   ;   258,13 ;     
19.03.2010 18:00:00   ;   258,06 ;     
15.01.2011 21:00:00   ;   258,17 ;     
27.01.2012 04:00:00   ;   258,23 ;     
04.06.2013 21:29:25   ;   261,23 ;     
25.10.2014 07:00:00   ;   257,79 ;     
31.05.2015 13:00:00   ;   257,84 ;     
09.06.2016 10:00:00   ;   257,97 ;     
12.05.2017 03:00:00   ;   258,06 ;     
27.01.2018 07:00:00   ;   258,14 ;     
16.01.2019 07:00:00   ;   257,95 ;     
05.02.2020 15:00:00   ;   257,76 ;     
09.02.2021 03:00:00   ;   258,07 ;     
