Messstelle:                ;Heiligenbrunn, Br 3
HZB-Nummer:                ;335356
HD-Nummer:                 ;
DBMS-Nummer:               ;1002243
PorenGW-Gebiet:            ;334 Stremtal
Grundwasserkörper:         ;Stremtal [LRR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;keine Information
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.01.1990
 Geländehöhe:              ;205,32
 Messpunkthöhe:            ;206,12
 Sohllage:                 ;201,74
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1990               ;16 25 59                 ;47 02 03
  31.12.1989               ;16 25 55                 ;47 02 02
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
31.12.1990 23:59:55   ;   203,88 ;     
01.12.1991 07:01:00   ;   204,94 ;     
05.04.1992 07:01:00   ;   204,48 ;     
01.01.1993 00:00:05   ;   203,71 ;     
17.04.1994 07:01:00   ;   204,26 ;     
05.03.1995 07:01:00   ;   204,82 ;     
26.05.1996 07:01:00   ;   204,71 ;     
17.08.1997 09:00:00   ;   204,70 ;     
15.11.1998 08:30:00   ;   205,05 ;     
20.06.1999 08:00:00   ;   204,85 ;     
05.03.2000 08:00:00   ;   204,01 ;     
22.05.2001 09:00:00   ;   204,07 ;     
25.07.2004 09:00:00   ;   203,32 ;     
31.12.2005 23:59:55   ;   203,88 ;     
11.06.2006 09:00:00   ;   205,02 ;     
09.12.2007 09:00:00   ;   203,27 ;     
31.12.2008 23:59:55   ;   203,66 ;     
28.06.2009 09:00:00   ;   205,00 ;     
31.12.2010 23:59:55   ;   204,62 ;     
02.01.2011 09:00:00   ;   204,63 ;     
31.12.2012 23:59:55   ;   202,97 ;     
03.03.2013 10:00:00   ;   204,83 ;     
14.09.2014 10:00:00   ;   204,96 ;     
04.01.2015 10:00:00   ;   204,49 ;     
28.02.2016 10:00:00   ;   204,46 ;     
31.12.2017 23:59:55   ;   203,75 ;     
08.04.2018 10:00:00   ;   204,99 ;     
18.08.2019 10:00:00   ;   203,52 ;     
01.11.2020 10:00:00   ;   204,17 ;     
10.01.2021 10:00:00   ;   204,22 ;     
