Messstelle:                ;Schleissheim, Br 27.4
HZB-Nummer:                ;376152
HD-Nummer:                 ;W27.4
DBMS-Nummer:               ;4002848
PorenGW-Gebiet:            ;122 Welser Heide
Grundwasserkörper:         ;Welser Heide [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;03.01.1991
 Geländehöhe:              ;305,96
 Messpunkthöhe:            ;306,16
 Sohllage:                 ;301,10
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 04 36                 ;48 09 43
  01.01.2003               ;14 04 40                 ;48 09 45
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.08.1991 07:01:00   ;   301,79 ;     
27.03.1992 07:01:00   ;   301,91 ;     
29.07.1993 07:01:00   ;   301,80 ;     
14.04.1994 07:01:00   ;   302,21 ;     
28.12.1995 07:01:00   ;   301,82 ;     
30.05.1996 07:01:00   ;   301,91 ;     
06.03.1997 07:01:00   ;   301,80 ;     
03.11.1998 07:01:00   ;   301,82 ;     
24.02.1999 07:01:00   ;   302,10 ;     
03.02.2000 07:01:00   ;   301,83 ;     
15.02.2001 07:01:00   ;   301,81 ;     
22.08.2002 07:01:00   ;   302,24 ;     
07.01.2003 07:01:00   ;   301,90 ;     
25.03.2004 07:01:00   ;   301,83 ;     
17.02.2005 07:01:00   ;   301,83 ;     
30.03.2006 07:01:00   ;   302,22 ;     
05.09.2007 07:01:00   ;   301,85 ;     
19.03.2008 07:01:00   ;   301,75 ;     
25.06.2009 07:01:00   ;   302,11 ;     
03.06.2010 07:01:00   ;   301,77 ;     
12.01.2011 07:01:00   ;   301,79 ;     
25.01.2012 07:01:00   ;   301,80 ;     
06.06.2013 07:01:00   ;   302,29 ;     
18.09.2014 07:01:00   ;   301,77 ;     
28.05.2015 07:01:00   ;   301,75 ;     
19.05.2016 07:01:00   ;   301,74 ;     
10.05.2017 07:01:00   ;   301,84 ;     
01.01.2018 07:01:00   ;   301,84 ;     
15.11.2019 07:01:00   ;   301,78 ;     
07.08.2020 07:01:00   ;   301,71 ;     
06.08.2021 07:01:00   ;   301,80 ;     
