Messstelle:                ;Kleblach-Lind, Bl 412
HZB-Nummer:                ;317933
HD-Nummer:                 ;
DBMS-Nummer:               ;2002077
PorenGW-Gebiet:            ;410 Oberes Drautal
Grundwasserkörper:         ;Drautal [DRA]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Kärnten
Messstellenbetreiber:      ;
Höhenangaben [m ü.A.]:     ;gültig seit: ;26.04.2016
 Geländehöhe:              ;573,21
 Messpunkthöhe:            ;574,21
 Sohllage:                 ;566,21
 T-Messtiefe u.GOK:        ;6,00
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  15.01.2015               ;13 18 14                 ;46 45 12
  31.03.1987               ;13 18 09                 ;46 45 11
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
12.07.1988 07:01:00   ;   571,35 ;     
11.07.1989 07:01:00   ;   571,93 ;     
10.07.1990 07:01:00   ;   571,53 ;     
17.06.1991 07:01:00   ;   572,20 ;     
05.06.1992 07:01:00   ;   571,35 ;     
10.10.1993 07:01:00   ;   571,76 ;     
15.09.1994 07:01:00   ;   571,71 ;     
22.06.1995 07:01:00   ;   571,55 ;     
17.10.1996 07:01:00   ;   571,91 ;     
18.06.1997 07:30:00   ;   571,79 ;     
08.10.1998 07:30:00   ;   572,26 ;     
02.06.1999 07:30:00   ;   571,32 ;     
13.10.2000 07:30:00   ;   572,29 ;     
31.05.2001 07:30:00   ;   572,18 ;     
27.11.2002 07:30:00   ;   572,21 ;     
18.06.2003 07:30:00   ;   571,32 ;     
07.07.2004 07:30:00   ;   571,61 ;     
06.10.2005 07:30:00   ;   572,01 ;     
21.06.2006 07:30:00   ;   571,56 ;     
11.07.2007 07:30:00   ;   571,67 ;     
30.06.2008 11:00:00   ;   571,93 ;     
20.06.2009 11:00:00   ;   572,38 ;     
18.06.2010 00:00:00   ;   571,44 ;     
24.06.2011 03:00:00   ;   572,13 ;     
12.11.2012 01:00:00   ;   572,23 ;     
22.06.2013 05:00:00   ;   572,29 ;     
07.11.2014 03:00:00   ;   572,38 ;     
05.08.2015 07:00:00   ;   571,86 ;     
17.06.2016 13:00:00   ;   572,36 ;     
25.07.2017 00:00:00   ;   571,77 ;     
30.10.2018 10:00:00   ;   573,43 ;     
12.06.2019 22:00:00   ;   572,42 ;     
31.08.2020 00:00:00   ;   573,31 ;     
18.07.2021 14:00:00   ;   572,77 ;     
