Messstelle:                ;Ried, Br 2092.006
HZB-Nummer:                ;302737
HD-Nummer:                 ;
DBMS-Nummer:               ;3002231
PorenGW-Gebiet:            ;178 Südliches Machland
Grundwasserkörper:         ;Gruppe NÖ Alpenvorland [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Niederösterreich
Messstellenbetreiber:      ;Verbund Hydro Power AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;12.05.1973
 Geländehöhe:              ;237,32
 Messpunkthöhe:            ;237,32
 Sohllage:                 ;228,72
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2009               ;14 43 27                 ;48 09 57
  09.08.1965               ;14 43 27                 ;48 09 57
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
23.07.1966 07:01:00   ;   231,73 ;     
27.05.1967 07:01:00   ;   230,95 ;     
17.08.1968 07:01:00   ;   230,07 ;     
14.06.1969 07:01:00   ;   229,63 ;     
15.08.1970 07:01:00   ;   231,24 ;     
26.06.1971 07:01:00   ;   229,50 ;     
22.07.1972 07:01:00   ;   229,68 ;     
12.05.1973 07:01:00   ;   229,88 ;     
27.07.1974 07:01:00   ;   230,67 ;     
05.07.1975 07:01:00   ;   232,13 ;     
31.01.1976 07:01:00   ;   229,48 ;     
07.05.1977 07:01:00   ;   230,05 ;     
15.07.1978 07:01:00   ;   229,80 ;     
23.06.1979 07:01:00   ;   230,91 ;     
28.07.1980 07:01:00   ;   230,50 ;     
27.07.1981 07:01:00   ;   231,81 ;     
11.01.1982 07:01:00   ;   230,35 ;     
25.04.1983 07:01:00   ;   229,73 ;     
01.10.1984 07:01:00   ;   229,39 ;     
12.08.1985 07:01:00   ;   231,67 ;     
09.06.1986 07:01:00   ;   229,87 ;     
04.07.1987 07:01:00   ;   230,56 ;     
02.04.1988 07:01:00   ;   231,11 ;     
01.01.1989 00:00:05   ;   229,81 ;     
13.07.1990 07:01:00   ;   229,80 ;     
09.08.1991 07:01:00   ;   231,81 ;     
22.05.1992 07:01:00   ;   229,77 ;     
30.07.1993 07:01:00   ;   229,82 ;     
22.04.1994 07:01:00   ;   230,70 ;     
01.07.1995 07:01:00   ;   230,04 ;     
31.05.1996 07:01:00   ;   230,28 ;     
25.07.1997 07:01:00   ;   230,64 ;     
20.11.1998 07:01:00   ;   229,90 ;     
28.05.1999 07:01:00   ;   230,82 ;     
07.04.2000 07:01:00   ;   230,20 ;     
30.03.2001 07:01:00   ;   229,98 ;     
16.08.2002 07:01:00   ;   233,30 ;     
10.01.2003 07:01:00   ;   230,50 ;     
25.06.2004 07:01:00   ;   229,54 ;     
22.07.2005 07:01:00   ;   230,01 ;     
07.04.2006 07:01:00   ;   231,19 ;     
14.09.2007 07:01:00   ;   230,37 ;     
06.06.2008 07:01:00   ;   229,56 ;     
03.07.2009 07:01:00   ;   231,33 ;     
11.06.2010 07:01:00   ;   230,84 ;     
20.01.2011 07:01:00   ;   230,59 ;     
28.06.2012 07:01:00   ;   229,83 ;     
06.06.2013 07:01:00   ;   233,30 ;     
06.06.2014 07:01:00   ;   229,20 ;     
29.05.2015 07:01:00   ;   229,68 ;     
01.07.2016 07:01:00   ;   229,92 ;     
19.05.2017 07:01:00   ;   229,42 ;     
29.01.2018 07:01:00   ;   229,66 ;     
14.06.2019 07:01:00   ;   229,94 ;     
14.08.2020 07:01:00   ;   229,36 ;     
03.09.2021 07:01:00   ;   229,67 ;     
