Messstelle:                ;Kittsee, Bl 25
HZB-Nummer:                ;335562
HD-Nummer:                 ;
DBMS-Nummer:               ;1002264
PorenGW-Gebiet:            ;288 Heideboden
Grundwasserkörper:         ;Heideboden [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;keine Information
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.01.1993
 Geländehöhe:              ;137,65
 Messpunkthöhe:            ;138,75
 Sohllage:                 ;123,25
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1993               ;17 03 02                 ;48 05 55
  31.12.1992               ;17 02 58                 ;48 05 53
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
27.12.1993 07:01:00   ;   131,22 ;     
04.07.1994 07:01:00   ;   131,50 ;     
31.12.1995 23:59:55   ;   131,85 ;     
08.07.1996 07:01:00   ;   132,66 ;     
01.01.1997 00:00:05   ;   132,50 ;     
06.04.1998 08:40:00   ;   132,45 ;     
28.06.1999 08:40:00   ;   132,64 ;     
29.05.2000 08:40:00   ;   132,66 ;     
05.02.2001 08:40:00   ;   132,44 ;     
31.12.2002 23:59:55   ;   132,70 ;     
31.03.2003 08:40:00   ;   132,86 ;     
01.01.2004 00:00:05   ;   132,38 ;     
12.12.2005 08:40:00   ;   132,24 ;     
25.09.2006 08:40:00   ;   132,84 ;     
01.01.2007 00:00:05   ;   132,74 ;     
02.06.2008 08:40:00   ;   132,56 ;     
20.09.2009 08:40:00   ;   132,93 ;     
03.10.2010 08:35:00   ;   133,24 ;     
27.02.2011 08:35:00   ;   133,22 ;     
01.01.2012 00:00:05   ;   132,63 ;     
18.08.2013 08:25:00   ;   133,06 ;     
01.01.2014 00:00:05   ;   132,79 ;     
07.05.2015 10:00:00   ;   133,07 ;     
13.04.2016 12:00:00   ;   132,60 ;     
01.01.2017 00:00:05   ;   132,38 ;     
04.09.2018 09:05:00   ;   132,26 ;     
26.06.2019 08:10:00   ;   132,49 ;     
30.12.2020 12:45:00   ;   132,27 ;     
14.04.2021 12:45:00   ;   132,46 ;     
