Messstelle:                ;Lind, Br 207
HZB-Nummer:                ;338897
HD-Nummer:                 ;
DBMS-Nummer:               ;2002146
PorenGW-Gebiet:            ;537 Krappfeld obere Nebenstockwerke
Grundwasserkörper:         ;Krappfeld [DRA]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Kärnten
Messstellenbetreiber:      ;
Höhenangaben [m ü.A.]:     ;gültig seit: ;08.08.1992
 Geländehöhe:              ;587,18
 Messpunkthöhe:            ;587,18
 Sohllage:                 ;573,88
 T-Messtiefe u.GOK:        ;12,00
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  07.01.1988               ;14 27 56                 ;46 49 52
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch für ein Jahr:
  2002 durch Pumpversuche beeinflusst
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
13.07.1988 00:00:00   ;   579,05 ;     
10.10.1989 00:00:00   ;   579,04 ;     
01.01.1990 00:00:05   ;   579,00 ;     
17.12.1993 07:01:00   ;   579,20 ;     
01.01.1994 00:00:05   ;   579,17 ;     
14.04.1995 07:01:00   ;   579,27 ;     
20.12.1996 07:01:00   ;   579,19 ;     
01.01.1997 00:00:05   ;   579,18 ;     
04.12.1998 07:30:00   ;   579,23 ;     
01.01.1999 00:00:05   ;   579,16 ;     
15.12.2000 07:30:00   ;   579,28 ;     
02.02.2001 07:30:00   ;   579,36 ;     
31.12.2002 23:59:55   ;   578,88 ;     
24.01.2003 07:30:00   ;   578,93 ;     
30.07.2004 07:30:00   ;   579,26 ;     
28.10.2005 07:30:00   ;   579,24 ;     
28.04.2006 07:30:00   ;   579,16 ;     
01.01.2007 00:00:05   ;   578,81 ;     
31.12.2008 23:59:55   ;   578,96 ;     
07.08.2009 07:30:00   ;   579,49 ;     
12.02.2010 07:30:00   ;   579,41 ;     
25.02.2011 07:30:00   ;   579,04 ;     
28.12.2012 07:30:00   ;   579,38 ;     
19.04.2013 07:30:00   ;   579,45 ;     
14.03.2014 07:30:00   ;   579,60 ;     
01.01.2015 00:00:05   ;   579,34 ;     
16.09.2016 07:30:00   ;   579,16 ;     
01.01.2017 00:00:05   ;   579,05 ;     
15.06.2018 07:30:00   ;   579,37 ;     
27.12.2019 07:30:00   ;   579,09 ;     
30.10.2020 07:30:00   ;   579,37 ;     
19.03.2021 00:00:00   ;   579,25 ;     
01.01.2022 00:00:05   ;   578,93 ;     
