Messstelle:                ;Ansfelden, Bl 9.8
HZB-Nummer:                ;376046
HD-Nummer:                 ;W9.8
DBMS-Nummer:               ;4002735
PorenGW-Gebiet:            ;154 Südliches Linzer Feld
Grundwasserkörper:         ;Welser Heide [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;12.12.2022
 Geländehöhe:              ;272,46
 Messpunkthöhe:            ;272,41
 Sohllage:                 ;261,32
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 17 27                 ;48 12 54
  01.01.2003               ;14 17 32                 ;48 12 57
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
12.08.1991 07:01:00   ;   264,11 ;     
30.03.1992 07:01:00   ;   263,50 ;     
29.03.1993 07:01:00   ;   263,05 ;     
25.04.1994 07:01:00   ;   264,02 ;     
10.04.1995 07:01:00   ;   263,25 ;     
20.05.1996 07:01:00   ;   264,40 ;     
25.07.1997 07:01:00   ;   263,40 ;     
17.11.1998 07:01:00   ;   263,28 ;     
02.03.1999 07:01:00   ;   263,62 ;     
10.04.2000 07:01:00   ;   263,39 ;     
04.04.2001 07:01:00   ;   263,36 ;     
19.08.2002 07:01:00   ;   266,62 ;     
13.01.2003 07:01:00   ;   263,62 ;     
06.04.2004 07:01:00   ;   263,25 ;     
25.07.2005 07:01:00   ;   263,39 ;     
07.04.2006 07:01:00   ;   264,09 ;     
19.09.2007 07:01:00   ;   263,46 ;     
30.04.2008 07:01:00   ;   263,16 ;     
01.07.2009 07:01:00   ;   264,29 ;     
14.06.2010 07:01:00   ;   263,59 ;     
26.01.2011 07:01:00   ;   263,09 ;     
25.01.2012 07:01:00   ;   263,70 ;     
12.06.2013 07:01:00   ;   264,31 ;     
29.10.2014 07:01:00   ;   263,62 ;     
03.06.2015 07:01:00   ;   263,41 ;     
08.06.2016 07:01:00   ;   264,12 ;     
17.05.2017 07:01:00   ;   263,62 ;     
30.01.2018 07:01:00   ;   263,56 ;     
14.01.2019 07:01:00   ;   263,44 ;     
10.08.2020 07:01:00   ;   263,43 ;     
09.08.2021 07:01:00   ;   263,83 ;     
