Messstelle:                ;Kleinmünchen, Bl 27.118
HZB-Nummer:                ;377440
HD-Nummer:                 ;2127.118
DBMS-Nummer:               ;4002904
PorenGW-Gebiet:            ;154 Südliches Linzer Feld
Grundwasserkörper:         ;Welser Heide [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Verbund Hydro Power AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;07.01.1993
 Geländehöhe:              ;261,55
 Messpunkthöhe:            ;262,30
 Sohllage:                 ;252,35
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 18 19                 ;48 16 14
  01.01.2003               ;14 18 22                 ;48 16 17
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
07.01.1993 07:01:00   ;   254,03 ;     
28.04.1994 07:01:00   ;   254,44 ;     
18.04.1995 07:01:00   ;   254,44 ;     
05.06.1996 07:01:00   ;   254,83 ;     
31.07.1997 07:01:00   ;   254,98 ;     
06.04.1998 07:01:00   ;   254,76 ;     
19.05.1999 07:01:00   ;   255,05 ;     
30.03.2000 07:01:00   ;   255,02 ;     
04.10.2001 07:01:00   ;   254,72 ;     
15.11.2002 07:01:00   ;   255,41 ;     
10.01.2003 07:01:00   ;   255,62 ;     
20.02.2004 07:01:00   ;   254,61 ;     
02.09.2005 07:01:00   ;   254,27 ;     
16.06.2006 07:01:00   ;   254,75 ;     
05.01.2007 07:01:00   ;   254,35 ;     
03.01.2008 07:01:00   ;   254,22 ;     
16.07.2009 07:01:00   ;   254,45 ;     
19.08.2010 07:01:00   ;   254,56 ;     
06.01.2011 07:01:00   ;   254,14 ;     
02.02.2012 07:01:00   ;   254,14 ;     
14.06.2013 07:01:00   ;   254,41 ;     
01.01.2014 00:00:05   ;   254,07 ;     
27.02.2015 07:01:00   ;   253,61 ;     
08.06.2016 07:01:00   ;   253,92 ;     
31.08.2017 07:01:00   ;   254,21 ;     
03.02.2018 07:01:00   ;   254,20 ;     
01.02.2019 07:01:00   ;   253,51 ;     
28.02.2020 07:01:00   ;   253,23 ;     
31.12.2021 23:59:55   ;   253,66 ;     
