Messstelle:                ;Goldwörth, Bl 2148.001
HZB-Nummer:                ;306829
HD-Nummer:                 ;2148.001
DBMS-Nummer:               ;4002025
Fremdnummer:               ;O 26
PorenGW-Gebiet:            ;095 Nördliches Eferdinger Becken
Grundwasserkörper:         ;Eferdinger Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Österreichische Donaukraftwerke AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;12.10.1965
 Geländehöhe:              ;257,96
 Messpunkthöhe:            ;258,51
 Sohllage:                 ;251,51
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 07 47                 ;48 19 00
  01.01.2003               ;14 07 48                 ;48 19 04
  12.10.1965               ;14 07 48                 ;48 19 04
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  1980 bis -> FG41 Daten vor dem Vergleichszeitraum vorhanden, die wegen maßgeblicher hydrologischer Veränderungen nicht ausgewertet werden
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.01.1980 00:00:05   ;   255,83 ;     
21.07.1981 07:01:00   ;   257,96 ;     
12.01.1982 07:01:00   ;   255,52 ;     
24.05.1983 07:01:00   ;   255,01 ;     
18.09.1984 07:01:00   ;   254,83 ;     
13.08.1985 07:01:00   ;   255,31 ;     
03.06.1986 07:01:00   ;   254,80 ;     
22.12.1987 07:01:00   ;   255,08 ;     
29.03.1988 07:01:00   ;   256,57 ;     
01.01.1989 00:00:05   ;   254,69 ;     
17.07.1990 07:01:00   ;   254,56 ;     
04.08.1991 07:01:00   ;   257,96 ;     
01.12.1992 07:01:00   ;   254,61 ;     
20.07.1993 07:01:00   ;   254,63 ;     
19.04.1994 07:01:00   ;   255,06 ;     
05.09.1995 07:01:00   ;   255,51 ;     
29.10.1996 07:01:00   ;   254,90 ;     
22.07.1997 07:01:00   ;   255,25 ;     
17.11.1998 07:01:00   ;   255,34 ;     
30.05.1999 07:01:00   ;   256,15 ;     
03.04.2000 07:01:00   ;   255,00 ;     
26.03.2001 07:01:00   ;   255,30 ;     
22.03.2002 07:01:00   ;   257,96 ;     
07.01.2003 07:01:00   ;   255,28 ;     
19.01.2004 07:01:00   ;   254,34 ;     
29.08.2005 07:01:00   ;   255,38 ;     
04.04.2006 07:01:00   ;   255,56 ;     
10.09.2007 07:01:00   ;   254,59 ;     
28.04.2008 07:01:00   ;   254,54 ;     
29.06.2009 07:01:00   ;   255,14 ;     
07.06.2010 07:01:00   ;   255,49 ;     
17.01.2011 07:01:00   ;   255,65 ;     
30.01.2012 07:01:00   ;   254,98 ;     
04.06.2013 03:00:00   ;   257,96 ;     
04.08.2014 07:01:00   ;   254,99 ;     
14.01.2015 07:01:00   ;   254,78 ;     
20.06.2016 07:01:00   ;   255,00 ;     
11.09.2017 07:01:00   ;   254,49 ;     
29.01.2018 07:01:00   ;   254,81 ;     
24.06.2019 07:01:00   ;   254,59 ;     
09.11.2020 07:01:00   ;   255,25 ;     
09.08.2021 07:01:00   ;   255,32 ;     
