Messstelle:                ;Mönchhof, Bl 60
HZB-Nummer:                ;345215
HD-Nummer:                 ;
DBMS-Nummer:               ;1002322
PorenGW-Gebiet:            ;310 Parndorfer Platte rezent
Grundwasserkörper:         ;Parndorfer Platte [LRR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;keine Information
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.04.1995
 Geländehöhe:              ;142,08
 Messpunkthöhe:            ;142,83
 Sohllage:                 ;133,83
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.04.1995               ;16 58 57                 ;47 54 12
  31.03.1995               ;16 58 55                 ;47 54 10
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
23.07.1995 07:01:00   ;   137,79 ;     
02.06.1996 07:01:00   ;   138,18 ;     
04.05.1997 08:00:00   ;   138,00 ;     
08.03.1998 08:00:00   ;   137,73 ;     
11.04.1999 10:00:00   ;   138,07 ;     
30.04.2000 10:00:00   ;   137,88 ;     
22.04.2001 10:00:00   ;   136,90 ;     
28.04.2002 10:00:00   ;   136,45 ;     
27.04.2003 10:00:00   ;   136,69 ;     
13.06.2004 10:00:00   ;   136,41 ;     
31.12.2005 23:59:55   ;   136,38 ;     
09.07.2006 10:00:00   ;   138,02 ;     
29.04.2007 10:00:00   ;   137,49 ;     
27.04.2008 10:00:00   ;   137,74 ;     
26.04.2009 10:00:00   ;   137,84 ;     
06.06.2010 08:45:00   ;   137,70 ;     
01.05.2011 10:15:00   ;   138,15 ;     
08.04.2012 15:15:00   ;   137,11 ;     
19.05.2013 14:30:00   ;   138,11 ;     
31.12.2014 23:59:55   ;   138,28 ;     
29.03.2015 08:15:00   ;   138,89 ;     
22.05.2016 12:00:00   ;   138,35 ;     
23.04.2017 10:15:00   ;   137,95 ;     
31.12.2018 23:59:55   ;   137,98 ;     
03.03.2019 10:15:00   ;   138,49 ;     
12.04.2020 10:00:00   ;   137,80 ;     
16.05.2021 11:00:00   ;   137,93 ;     
