Messstelle:                ;Klagenfurt, Bl 226
HZB-Nummer:                ;338996
HD-Nummer:                 ;
DBMS-Nummer:               ;2002151
PorenGW-Gebiet:            ;442 Klagenfurter Becken
Grundwasserkörper:         ;Klagenfurter Becken [DRA]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Kärnten
Messstellenbetreiber:      ;keine Information
Höhenangaben [m ü.A.]:     ;gültig seit: ;26.06.2009
 Geländehöhe:              ;441,82
 Messpunkthöhe:            ;441,59
 Sohllage:                 ;429,99
 T-Messtiefe u.GOK:        ;9,55
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  09.02.1994               ;14 18 57                 ;46 37 17
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
30.04.1994 07:01:00   ;   434,53 ;     
26.04.1995 07:01:00   ;   434,30 ;     
16.11.1996 07:01:00   ;   434,99 ;     
01.01.1997 00:00:05   ;   434,82 ;     
16.11.1998 07:30:00   ;   434,40 ;     
08.10.1999 07:30:00   ;   434,33 ;     
25.12.2000 07:30:00   ;   435,10 ;     
16.01.2001 07:30:00   ;   435,19 ;     
22.12.2002 07:30:00   ;   434,04 ;     
01.01.2003 00:00:05   ;   434,04 ;     
19.07.2004 07:30:00   ;   434,94 ;     
13.10.2005 07:30:00   ;   434,88 ;     
30.05.2006 07:30:00   ;   434,62 ;     
07.10.2007 07:30:00   ;   433,78 ;     
31.12.2008 23:59:55   ;   433,95 ;     
03.01.2011 16:00:00   ;   434,48 ;     
29.11.2012 06:00:00   ;   435,16 ;     
24.04.2013 05:00:00   ;   435,25 ;     
04.03.2014 13:00:00   ;   435,73 ;     
01.01.2015 01:00:00   ;   434,85 ;     
31.08.2016 17:11:00   ;   434,86 ;     
30.12.2017 07:51:00   ;   434,84 ;     
10.01.2018 07:51:00   ;   434,86 ;     
31.12.2019 16:00:00   ;   434,53 ;     
25.12.2020 15:00:00   ;   434,93 ;     
10.02.2021 23:00:00   ;   434,97 ;     
