Messstelle:                ;Langenstein, Bl 2116.019
HZB-Nummer:                ;376202
HD-Nummer:                 ;Bl2116.019
DBMS-Nummer:               ;4002660
PorenGW-Gebiet:            ;143 Nördliches Linzer Feld
Grundwasserkörper:         ;Linzer Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Verbund Hydro Power AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;07.01.1992
 Geländehöhe:              ;244,59
 Messpunkthöhe:            ;245,44
 Sohllage:                 ;238,57
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 27 53                 ;48 14 25
  01.01.2003               ;14 27 51                 ;48 14 25
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
30.11.1992 07:01:00   ;   242,21 ;     
31.07.1993 07:01:00   ;   242,07 ;     
21.04.1994 07:01:00   ;   242,35 ;     
10.06.1995 07:01:00   ;   242,34 ;     
01.06.1996 07:01:00   ;   241,93 ;     
26.07.1997 07:01:00   ;   242,44 ;     
14.11.1998 07:01:00   ;   242,19 ;     
22.05.1999 07:01:00   ;   242,42 ;     
01.04.2000 07:01:00   ;   242,26 ;     
31.03.2001 07:01:00   ;   242,30 ;     
22.03.2002 07:01:00   ;   244,59 ;     
03.01.2003 07:01:00   ;   242,19 ;     
11.06.2004 07:01:00   ;   241,65 ;     
26.08.2005 07:01:00   ;   242,44 ;     
21.04.2006 07:01:00   ;   242,37 ;     
14.09.2007 07:01:00   ;   242,20 ;     
02.05.2008 07:01:00   ;   241,76 ;     
10.07.2009 07:01:00   ;   244,39 ;     
11.06.2010 07:01:00   ;   242,35 ;     
14.01.2011 07:01:00   ;   244,33 ;     
15.06.2012 07:01:00   ;   242,14 ;     
04.06.2013 03:00:00   ;   244,59 ;     
05.09.2014 07:01:00   ;   241,81 ;     
29.05.2015 07:01:00   ;   241,82 ;     
28.06.2016 07:01:00   ;   242,07 ;     
12.05.2017 07:01:00   ;   241,59 ;     
26.01.2018 07:01:00   ;   241,99 ;     
14.06.2019 07:01:00   ;   242,03 ;     
07.08.2020 07:01:00   ;   241,77 ;     
06.08.2021 07:01:00   ;   241,93 ;     
