Messstelle:                ;Kemating, Br 56.12
HZB-Nummer:                ;375071
HD-Nummer:                 ;V56.12
DBMS-Nummer:               ;4003034
PorenGW-Gebiet:            ;110 Traun-Agergebiet
Grundwasserkörper:         ;Gruppe Traun und Zubringertäler [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;03.10.2017
 Geländehöhe:              ;399,08
 Messpunkthöhe:            ;399,49
 Sohllage:                 ;365,86
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;13 49 42                 ;48 02 12
  01.01.2003               ;13 49 46                 ;48 02 14
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
27.02.1984 07:01:00   ;   366,22 ;     
13.08.1985 07:01:00   ;   366,81 ;     
28.01.1986 07:01:00   ;   367,13 ;     
06.04.1987 07:01:00   ;   366,94 ;     
05.04.1988 07:01:00   ;   367,28 ;     
01.01.1989 00:00:05   ;   366,81 ;     
26.02.1990 07:01:00   ;   366,52 ;     
12.08.1991 07:01:00   ;   366,92 ;     
06.04.1992 07:01:00   ;   366,59 ;     
05.04.1993 07:01:00   ;   366,45 ;     
25.04.1994 07:01:00   ;   367,08 ;     
10.04.1995 07:01:00   ;   366,65 ;     
20.05.1996 07:01:00   ;   367,05 ;     
28.07.1997 07:01:00   ;   366,81 ;     
23.11.1998 07:01:00   ;   366,82 ;     
08.03.1999 07:01:00   ;   367,21 ;     
12.04.2000 07:01:00   ;   366,75 ;     
31.12.2001 23:59:55   ;   366,66 ;     
21.08.2002 07:01:00   ;   367,06 ;     
15.01.2003 07:01:00   ;   367,15 ;     
03.04.2004 07:01:00   ;   366,51 ;     
05.06.2005 07:01:00   ;   367,07 ;     
02.04.2006 07:01:00   ;   367,99 ;     
27.12.2007 07:01:00   ;   366,52 ;     
01.01.2008 00:00:05   ;   366,50 ;     
02.07.2009 07:01:00   ;   367,19 ;     
01.01.2010 00:00:05   ;   366,45 ;     
25.01.2011 12:00:00   ;   366,31 ;     
31.01.2012 12:00:00   ;   366,75 ;     
11.06.2013 12:00:00   ;   367,30 ;     
23.09.2014 12:00:00   ;   367,05 ;     
20.01.2015 12:00:00   ;   366,60 ;     
02.08.2016 12:00:00   ;   367,00 ;     
02.05.2017 12:00:00   ;   366,75 ;     
06.02.2018 12:00:00   ;   366,85 ;     
29.01.2019 12:00:00   ;   366,57 ;     
13.10.2020 12:00:00   ;   366,55 ;     
18.08.2021 12:00:00   ;   366,69 ;     
