Messstelle:                ;Deutsch Schützen, Bl 6
HZB-Nummer:                ;326355
HD-Nummer:                 ;
DBMS-Nummer:               ;1002194
PorenGW-Gebiet:            ;338 Unteres Pinkatal
Grundwasserkörper:         ;Pinkatal [LRR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;
Höhenangaben [m ü.A.]:     ;gültig seit: ;16.09.1999
 Geländehöhe:              ;227,43
 Messpunkthöhe:            ;228,31
 Sohllage:                 ;220,41
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  28.09.1983               ;16 26 53                 ;47 10 09
  27.09.1983               ;16 26 49                 ;47 10 07
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch für ein Jahr:
  2015 HG13 fehlende Monatsmittel zufolge Beobachterausfall
  2016 HG13 fehlende Monatsmittel zufolge Beobachterausfall
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
22.02.1988 07:01:00   ;   224,94 ;     
11.09.1989 07:01:00   ;   224,29 ;     
17.12.1990 07:01:00   ;   224,72 ;     
02.12.1991 07:01:00   ;   225,41 ;     
06.04.1992 07:01:00   ;   225,43 ;     
01.01.1993 00:00:05   ;   224,59 ;     
16.04.1994 07:01:00   ;   224,58 ;     
04.03.1995 07:01:00   ;   226,11 ;     
06.04.1996 07:01:00   ;   226,61 ;     
15.02.1997 14:00:00   ;   225,19 ;     
07.11.1998 14:00:00   ;   226,42 ;     
16.01.1999 14:00:00   ;   225,34 ;     
31.12.2000 23:59:55   ;   224,29 ;     
14.04.2001 14:00:00   ;   224,97 ;     
23.02.2002 14:00:00   ;   224,06 ;     
01.02.2003 14:00:00   ;   223,87 ;     
03.07.2004 14:00:00   ;   224,10 ;     
23.04.2005 14:00:00   ;   224,09 ;     
06.05.2006 14:00:00   ;   224,95 ;     
24.03.2007 14:00:00   ;   224,43 ;     
26.07.2008 14:00:00   ;   224,10 ;     
18.07.2009 14:00:00   ;   225,48 ;     
11.12.2010 14:45:00   ;   226,59 ;     
06.08.2011 14:35:00   ;   226,11 ;     
07.01.2012 14:35:00   ;   224,55 ;     
06.04.2013 14:35:00   ;   227,15 ;     
13.09.2014 14:25:00   ;   226,87 ;     
28.02.2015 14:20:00   ;   226,04 ;     
11.02.2017 14:30:00   ;   225,03 ;     
19.05.2018 14:30:00   ;   225,65 ;     
01.06.2019 14:45:00   ;   224,35 ;     
17.10.2020 14:50:00   ;   226,01 ;     
09.01.2021 14:35:00   ;   225,78 ;     
