Messstelle:                ;Nickelsdorf, Bl 29
HZB-Nummer:                ;345165
HD-Nummer:                 ;
DBMS-Nummer:               ;1002320
PorenGW-Gebiet:            ;288 Heideboden
Grundwasserkörper:         ;Heideboden [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;keine Information
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.08.1995
 Geländehöhe:              ;130,37
 Messpunkthöhe:            ;131,37
 Sohllage:                 ;117,07
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.08.1995               ;17 04 12                 ;47 58 08
  31.07.1995               ;17 04 07                 ;47 58 06
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
08.04.1996 07:01:00   ;   130,37 ;     
21.07.1997 09:00:00   ;   130,28 ;     
21.12.1998 09:00:00   ;   129,67 ;     
22.02.1999 11:00:00   ;   130,06 ;     
10.04.2000 11:00:00   ;   130,37 ;     
26.03.2001 11:00:00   ;   129,27 ;     
25.03.2002 11:00:00   ;   129,75 ;     
02.02.2003 11:00:00   ;   129,96 ;     
25.04.2004 11:00:00   ;   129,89 ;     
02.04.2005 11:00:00   ;   129,88 ;     
07.05.2006 11:00:00   ;   130,37 ;     
15.12.2007 11:00:00   ;   130,15 ;     
03.02.2008 11:00:00   ;   129,93 ;     
08.03.2009 11:00:00   ;   130,37 ;     
17.04.2010 10:00:00   ;   130,20 ;     
15.01.2011 09:00:00   ;   130,08 ;     
09.03.2012 10:00:00   ;   129,21 ;     
15.02.2013 17:00:00   ;   130,37 ;     
03.10.2014 10:00:00   ;   130,26 ;     
27.02.2015 07:00:00   ;   130,32 ;     
21.02.2016 08:00:00   ;   129,83 ;     
24.03.2017 06:00:00   ;   129,48 ;     
31.12.2018 23:59:55   ;   129,78 ;     
18.01.2019 09:00:00   ;   129,91 ;     
31.12.2020 23:59:55   ;   129,47 ;     
05.02.2021 06:00:00   ;   129,81 ;     
