Messstelle:                ;Au/D., Bl 06.17
HZB-Nummer:                ;378265
HD-Nummer:                 ;06.17
DBMS-Nummer:               ;4002767
PorenGW-Gebiet:            ;177 Nördliches Machland
Grundwasserkörper:         ;Machland [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Verbund Hydro Power AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;05.01.1993
 Geländehöhe:              ;244,16
 Messpunkthöhe:            ;244,91
 Sohllage:                 ;239,01
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 35 14                 ;48 15 07
  01.01.2003               ;14 35 18                 ;48 15 09
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
25.03.1993 07:01:00   ;   242,75 ;     
21.04.1994 07:01:00   ;   243,02 ;     
06.04.1995 07:01:00   ;   242,60 ;     
15.05.1996 07:01:00   ;   243,37 ;     
24.07.1997 07:01:00   ;   242,64 ;     
11.11.1998 07:01:00   ;   242,10 ;     
10.03.1999 07:01:00   ;   242,76 ;     
05.04.2000 07:01:00   ;   242,69 ;     
28.03.2001 07:01:00   ;   242,50 ;     
13.08.2002 07:01:00   ;   244,16 ;     
02.01.2003 07:01:00   ;   243,01 ;     
08.04.2004 07:01:00   ;   242,06 ;     
14.07.2005 07:01:00   ;   242,81 ;     
06.04.2006 07:01:00   ;   243,35 ;     
13.09.2007 07:01:00   ;   242,50 ;     
27.03.2008 07:01:00   ;   242,17 ;     
09.04.2009 07:01:00   ;   242,75 ;     
12.08.2010 07:01:00   ;   242,34 ;     
20.01.2011 07:01:00   ;   241,89 ;     
14.06.2012 07:01:00   ;   242,33 ;     
06.06.2013 07:01:00   ;   243,67 ;     
05.06.2014 07:01:00   ;   242,13 ;     
09.04.2015 07:01:00   ;   241,83 ;     
28.07.2016 07:01:00   ;   242,39 ;     
23.03.2017 07:01:00   ;   242,15 ;     
02.02.2018 07:01:00   ;   242,17 ;     
21.03.2019 07:01:00   ;   242,42 ;     
06.08.2020 07:01:00   ;   242,21 ;     
11.02.2021 07:01:00   ;   242,00 ;     
