Messstelle:                ;Klagenfurt, Bl 204
HZB-Nummer:                ;318089
HD-Nummer:                 ;
DBMS-Nummer:               ;2002091
PorenGW-Gebiet:            ;442 Klagenfurter Becken
Grundwasserkörper:         ;Klagenfurter Becken [DRA]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Kärnten
Messstellenbetreiber:      ;keine Information
Höhenangaben [m ü.A.]:     ;gültig seit: ;23.11.2009
 Geländehöhe:              ;432,57
 Messpunkthöhe:            ;433,11
 Sohllage:                 ;428,33
 T-Messtiefe u.GOK:        ;4,06
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  14.11.1990               ;14 20 48                 ;46 36 52
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
25.11.1991 07:01:00   ;   430,23 ;     
12.12.1992 07:01:00   ;   430,23 ;     
29.10.1993 07:01:00   ;   430,38 ;     
12.11.1994 07:01:00   ;   430,23 ;     
25.03.1995 07:01:00   ;   430,16 ;     
23.11.1996 07:01:00   ;   430,61 ;     
04.01.1997 07:30:00   ;   430,00 ;     
09.10.1998 07:30:00   ;   430,51 ;     
23.07.1999 07:30:00   ;   430,22 ;     
22.11.2000 07:30:00   ;   431,04 ;     
12.01.2001 07:30:00   ;   430,40 ;     
06.12.2002 07:30:00   ;   430,01 ;     
28.11.2003 07:30:00   ;   429,90 ;     
02.07.2004 07:30:00   ;   430,30 ;     
22.08.2005 19:00:00   ;   430,66 ;     
29.03.2006 12:00:00   ;   430,42 ;     
27.09.2007 15:00:00   ;   429,83 ;     
12.12.2008 19:00:00   ;   430,32 ;     
15.09.2009 14:22:00   ;   430,32 ;     
19.09.2010 00:00:00   ;   430,29 ;     
09.08.2011 10:00:00   ;   430,16 ;     
06.11.2012 02:00:00   ;   430,84 ;     
14.03.2013 07:00:00   ;   430,57 ;     
20.02.2014 18:00:00   ;   430,97 ;     
15.10.2015 20:00:00   ;   430,47 ;     
11.08.2016 00:00:00   ;   430,57 ;     
22.09.2017 10:00:00   ;   430,56 ;     
10.01.2018 06:00:00   ;   430,31 ;     
18.11.2019 15:00:00   ;   430,62 ;     
12.10.2020 06:00:00   ;   430,61 ;     
11.02.2021 01:00:00   ;   430,30 ;     
