Messstelle:                ;Stadl-Traun, Bl 45.10
HZB-Nummer:                ;374264
HD-Nummer:                 ;V45.10
DBMS-Nummer:               ;4003005
PorenGW-Gebiet:            ;110 Traun-Agergebiet
Grundwasserkörper:         ;Gruppe Traun und Zubringertäler [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;25.05.1994
 Geländehöhe:              ;342,67
 Messpunkthöhe:            ;343,21
 Sohllage:                 ;327,96
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;13 53 50                 ;48 05 04
  01.01.2003               ;13 53 52                 ;48 05 06
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
25.04.1995 07:01:00   ;   337,66 ;     
16.09.1996 07:01:00   ;   338,35 ;     
08.07.1997 07:01:00   ;   338,89 ;     
07.09.1998 07:01:00   ;   337,46 ;     
10.05.1999 07:01:00   ;   337,73 ;     
07.08.2000 07:01:00   ;   337,67 ;     
27.03.2001 07:01:00   ;   337,84 ;     
12.08.2002 07:01:00   ;   338,75 ;     
13.10.2003 07:01:00   ;   337,14 ;     
07.06.2004 07:01:00   ;   337,38 ;     
15.08.2005 07:01:00   ;   338,69 ;     
07.08.2006 07:01:00   ;   338,87 ;     
10.09.2007 07:01:00   ;   338,65 ;     
17.03.2008 12:00:00   ;   337,16 ;     
24.06.2009 12:00:00   ;   339,39 ;     
06.07.2010 12:00:00   ;   338,38 ;     
14.01.2011 12:00:00   ;   338,31 ;     
05.06.2012 12:00:00   ;   337,51 ;     
04.06.2013 12:00:00   ;   338,97 ;     
02.09.2014 12:00:00   ;   337,51 ;     
31.03.2015 12:00:00   ;   336,85 ;     
02.02.2016 12:00:00   ;   337,38 ;     
05.09.2017 12:00:00   ;   337,18 ;     
05.06.2018 12:00:00   ;   337,06 ;     
21.05.2019 12:00:00   ;   337,35 ;     
09.06.2020 12:00:00   ;   337,25 ;     
11.05.2021 12:00:00   ;   337,04 ;     
