Messstelle:                ;Rapperswinkel, Bl 12.6
HZB-Nummer:                ;375451
HD-Nummer:                 ;W12.6
DBMS-Nummer:               ;4002739
PorenGW-Gebiet:            ;122 Welser Heide
Grundwasserkörper:         ;Welser Heide [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.01.1993
 Geländehöhe:              ;271,43
 Messpunkthöhe:            ;272,23
 Sohllage:                 ;264,02
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 15 01                 ;48 12 39
  01.01.2003               ;14 15 09                 ;48 12 45
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
22.12.1993 07:01:00   ;   269,38 ;     
14.04.1994 07:01:00   ;   269,88 ;     
28.12.1995 07:01:00   ;   268,93 ;     
17.05.1996 07:01:00   ;   269,48 ;     
23.07.1997 07:01:00   ;   269,11 ;     
12.11.1998 07:01:00   ;   268,76 ;     
27.02.1999 07:01:00   ;   268,99 ;     
31.03.2000 07:01:00   ;   268,93 ;     
15.02.2001 07:01:00   ;   269,00 ;     
16.08.2002 07:01:00   ;   269,71 ;     
01.02.2003 07:01:00   ;   269,20 ;     
17.01.2004 07:01:00   ;   268,69 ;     
17.07.2005 07:01:00   ;   268,83 ;     
01.04.2006 07:01:00   ;   269,47 ;     
13.09.2007 07:01:00   ;   269,20 ;     
23.12.2008 07:01:00   ;   268,85 ;     
01.07.2009 07:01:00   ;   269,65 ;     
07.06.2010 07:01:00   ;   268,95 ;     
19.01.2011 07:01:00   ;   268,48 ;     
26.01.2012 07:01:00   ;   268,95 ;     
05.06.2013 07:01:00   ;   269,62 ;     
29.10.2014 07:01:00   ;   268,91 ;     
27.05.2015 07:01:00   ;   268,66 ;     
27.07.2016 07:01:00   ;   269,05 ;     
17.05.2017 07:01:00   ;   268,73 ;     
23.01.2018 07:01:00   ;   268,93 ;     
16.01.2019 07:01:00   ;   268,92 ;     
18.02.2020 07:01:00   ;   268,73 ;     
10.08.2021 07:01:00   ;   269,18 ;     
