Messstelle:                ;Arbing, Bl 2093.009
HZB-Nummer:                ;308593
HD-Nummer:                 ;2093.009
DBMS-Nummer:               ;4002202
PorenGW-Gebiet:            ;177 Nördliches Machland
Grundwasserkörper:         ;Machland [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Österreichische Donaukraftwerke AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;02.05.2009
 Geländehöhe:              ;245,67
 Messpunkthöhe:            ;245,40
 Sohllage:                 ;234,11
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 42 04                 ;48 13 38
  01.01.2003               ;14 42 08                 ;48 13 41
  01.01.1964               ;14 42 08                 ;48 13 41
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  1976 bis 2015 FG06 durch Kraftwerk beeinflusst
  1977 bis -> FG41 Daten vor dem Vergleichszeitraum vorhanden, die wegen maßgeblicher hydrologischer Veränderungen nicht ausgewertet werden
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch für ein Jahr:
  1976 AKorr 2001: durch Kraftwerk beeinflusst
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
15.02.1977 07:01:00   ;   239,48 ;     
18.04.1978 07:01:00   ;   238,33 ;     
10.04.1979 07:01:00   ;   239,95 ;     
28.04.1980 07:01:00   ;   239,47 ;     
10.02.1981 07:01:00   ;   239,63 ;     
01.02.1982 07:01:00   ;   239,75 ;     
08.03.1983 07:01:00   ;   238,70 ;     
14.02.1984 07:01:00   ;   238,20 ;     
12.08.1985 07:01:00   ;   238,87 ;     
20.01.1986 07:01:00   ;   239,26 ;     
26.05.1987 07:01:00   ;   239,08 ;     
29.03.1988 07:01:00   ;   239,93 ;     
25.04.1989 07:01:00   ;   239,57 ;     
27.02.1990 07:01:00   ;   238,45 ;     
06.08.1991 07:01:00   ;   239,39 ;     
24.03.1992 07:01:00   ;   239,23 ;     
16.03.1993 07:01:00   ;   238,87 ;     
19.04.1994 07:01:00   ;   239,73 ;     
27.12.1995 07:01:00   ;   238,73 ;     
28.05.1996 07:01:00   ;   239,55 ;     
01.04.1997 07:01:00   ;   238,47 ;     
15.12.1998 07:01:00   ;   238,85 ;     
23.02.1999 07:01:00   ;   239,65 ;     
07.03.2000 07:01:00   ;   238,83 ;     
24.04.2001 07:01:00   ;   238,85 ;     
13.08.2002 07:01:00   ;   242,50 ;     
07.01.2003 07:01:00   ;   239,50 ;     
30.03.2004 07:01:00   ;   238,74 ;     
12.07.2005 07:01:00   ;   238,95 ;     
04.04.2006 07:01:00   ;   239,75 ;     
16.12.2007 07:01:00   ;   238,47 ;     
23.03.2008 07:01:00   ;   238,54 ;     
24.07.2009 07:01:00   ;   239,27 ;     
08.04.2010 07:01:00   ;   238,75 ;     
21.01.2011 07:01:00   ;   238,23 ;     
15.06.2012 07:01:00   ;   238,48 ;     
07.06.2013 07:01:00   ;   239,96 ;     
05.06.2014 07:01:00   ;   238,12 ;     
03.04.2015 07:01:00   ;   238,26 ;     
14.07.2016 07:01:00   ;   239,35 ;     
24.03.2017 07:01:00   ;   238,44 ;     
25.01.2018 07:01:00   ;   238,42 ;     
29.05.2019 07:01:00   ;   238,01 ;     
06.08.2020 07:01:00   ;   238,70 ;     
03.02.2021 10:20:00   ;   238,42 ;     
