Messstelle:                ;Dobersdorf, Bl 20
HZB-Nummer:                ;345058
HD-Nummer:                 ;
DBMS-Nummer:               ;1002309
PorenGW-Gebiet:            ;335 Lafnitztal
Grundwasserkörper:         ;Lafnitztal [LRR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;keine Information
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.01.1995
 Geländehöhe:              ;240,44
 Messpunkthöhe:            ;241,44
 Sohllage:                 ;235,00
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1995               ;16 08 26                 ;47 01 36
  31.12.1994               ;16 08 22                 ;47 01 34
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
11.03.1995 07:01:00   ;   237,67 ;     
06.04.1996 07:01:00   ;   238,45 ;     
01.03.1997 08:00:00   ;   236,78 ;     
08.11.1998 10:00:00   ;   237,69 ;     
22.05.1999 10:30:00   ;   237,53 ;     
19.02.2000 10:30:00   ;   236,74 ;     
13.01.2001 10:30:00   ;   236,83 ;     
14.12.2002 10:30:00   ;   236,12 ;     
01.02.2003 10:30:00   ;   236,19 ;     
03.07.2004 10:30:00   ;   237,00 ;     
27.08.2005 10:30:00   ;   236,48 ;     
03.06.2006 10:30:00   ;   237,22 ;     
22.12.2007 10:30:00   ;   236,51 ;     
01.01.2008 00:00:05   ;   236,47 ;     
04.07.2009 10:30:00   ;   238,45 ;     
06.03.2010 11:56:00   ;   237,38 ;     
01.01.2011 13:48:00   ;   237,18 ;     
10.11.2012 13:28:00   ;   236,79 ;     
06.04.2013 11:05:00   ;   238,34 ;     
20.09.2014 11:05:00   ;   238,25 ;     
01.01.2015 00:00:05   ;   237,09 ;     
12.03.2016 11:55:00   ;   236,64 ;     
04.03.2017 10:53:00   ;   236,24 ;     
16.06.2018 09:55:00   ;   237,10 ;     
31.12.2019 23:59:55   ;   236,14 ;     
24.10.2020 14:55:00   ;   237,00 ;     
09.01.2021 13:40:00   ;   236,77 ;     
