Messstelle:                ;Wallern im Bgld., Br 142
HZB-Nummer:                ;335141
HD-Nummer:                 ;
DBMS-Nummer:               ;1002223
PorenGW-Gebiet:            ;318 Seewinkel
Grundwasserkörper:         ;Seewinkel [LRR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.01.1989
 Geländehöhe:              ;113,80
 Messpunkthöhe:            ;113,95
 Sohllage:                 ;107,87
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1989               ;17 01 17                 ;47 42 46
  31.12.1988               ;17 01 13                 ;47 42 44
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch für ein Jahr:
  2018 HG31 Messstelle zeitweise nicht zugänglich
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
22.05.1989 07:01:00   ;   113,22 ;     
31.12.1990 23:59:55   ;   113,18 ;     
30.12.1991 07:01:00   ;   113,70 ;     
15.06.1992 07:01:00   ;   113,71 ;     
31.12.1993 23:59:55   ;   113,75 ;     
03.01.1994 07:01:00   ;   113,80 ;     
06.03.1995 07:01:00   ;   113,80 ;     
11.03.1996 07:01:00   ;   113,80 ;     
24.03.1997 07:50:00   ;   113,59 ;     
16.11.1998 07:50:00   ;   113,51 ;     
01.03.1999 07:50:00   ;   113,64 ;     
03.04.2000 07:50:00   ;   113,80 ;     
02.04.2001 07:50:00   ;   113,01 ;     
31.12.2002 23:59:55   ;   112,98 ;     
03.02.2003 07:50:00   ;   113,22 ;     
29.03.2004 07:50:00   ;   113,32 ;     
31.12.2005 23:59:55   ;   113,36 ;     
09.01.2006 07:50:00   ;   113,54 ;     
10.09.2007 07:50:00   ;   113,57 ;     
31.03.2008 07:50:00   ;   113,33 ;     
16.03.2009 07:50:00   ;   113,65 ;     
28.06.2010 07:50:00   ;   113,66 ;     
17.01.2011 07:50:00   ;   113,66 ;     
31.12.2012 07:50:00   ;   112,85 ;     
15.04.2013 07:50:00   ;   113,75 ;     
06.10.2014 07:50:00   ;   113,75 ;     
16.02.2015 07:50:00   ;   113,73 ;     
29.02.2016 09:50:00   ;   113,35 ;     
20.03.2017 09:30:00   ;   112,95 ;     
02.04.2018 09:30:00   ;   113,30 ;     
10.02.2019 08:10:00   ;   113,07 ;     
07.12.2020 13:50:00   ;   112,91 ;     
11.02.2021 14:00:00   ;   113,06 ;     
