Messstelle:                ;Hartkirchen, Br 2159.038
HZB-Nummer:                ;307132
HD-Nummer:                 ;2159.038
DBMS-Nummer:               ;4002056
Fremdnummer:               ;A 126
PorenGW-Gebiet:            ;096 Südliches Eferdinger Becken
Grundwasserkörper:         ;Eferdinger Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Österreichische Donaukraftwerke AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.01.1962
 Geländehöhe:              ;272,83
 Messpunkthöhe:            ;273,23
 Sohllage:                 ;267,64
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;13 58 52                 ;48 21 46
  01.01.2003               ;13 58 55                 ;48 21 49
  21.09.1959               ;13 58 55                 ;48 21 49
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
07.03.1960 07:01:00   ;   269,23 ;     
13.02.1961 07:01:00   ;   269,37 ;     
20.02.1962 07:01:00   ;   269,20 ;     
25.03.1963 07:01:00   ;   269,19 ;     
23.11.1964 07:01:00   ;   269,01 ;     
29.03.1965 07:01:00   ;   269,54 ;     
27.12.1966 07:01:00   ;   269,67 ;     
01.01.1967 00:00:05   ;   269,57 ;     
22.01.1968 07:01:00   ;   269,32 ;     
03.03.1969 07:01:00   ;   268,83 ;     
24.02.1970 07:01:00   ;   270,27 ;     
22.03.1971 07:01:00   ;   268,82 ;     
19.06.1972 07:01:00   ;   268,93 ;     
12.03.1973 07:01:00   ;   269,02 ;     
09.12.1974 07:01:00   ;   270,24 ;     
01.01.1975 00:00:05   ;   269,73 ;     
26.01.1976 07:01:00   ;   269,63 ;     
14.02.1977 07:01:00   ;   269,55 ;     
28.03.1978 07:01:00   ;   269,01 ;     
09.04.1979 07:01:00   ;   269,75 ;     
28.04.1980 07:01:00   ;   269,29 ;     
09.02.1981 07:01:00   ;   269,83 ;     
01.02.1982 07:01:00   ;   269,96 ;     
07.02.1983 07:01:00   ;   269,11 ;     
13.02.1984 07:01:00   ;   269,08 ;     
04.02.1985 07:01:00   ;   269,58 ;     
20.01.1986 07:01:00   ;   269,95 ;     
05.01.1987 07:01:00   ;   269,29 ;     
28.03.1988 07:01:00   ;   270,51 ;     
09.01.1989 07:01:00   ;   269,08 ;     
19.02.1990 07:01:00   ;   269,10 ;     
14.01.1991 07:01:00   ;   268,97 ;     
30.03.1992 07:01:00   ;   269,06 ;     
22.03.1993 07:01:00   ;   269,11 ;     
18.04.1994 07:01:00   ;   269,60 ;     
03.04.1995 07:01:00   ;   269,37 ;     
20.05.1996 07:01:00   ;   269,14 ;     
21.07.1997 07:01:00   ;   269,27 ;     
02.11.1998 07:01:00   ;   269,49 ;     
22.02.1999 07:01:00   ;   269,90 ;     
01.04.2000 07:01:00   ;   269,80 ;     
30.03.2001 07:01:00   ;   269,38 ;     
22.03.2002 07:01:00   ;   270,39 ;     
03.01.2003 07:01:00   ;   269,61 ;     
16.01.2004 07:01:00   ;   269,24 ;     
18.02.2005 07:01:00   ;   269,35 ;     
31.03.2006 07:01:00   ;   270,40 ;     
08.03.2007 07:01:00   ;   269,17 ;     
21.03.2008 07:01:00   ;   269,10 ;     
20.03.2009 07:01:00   ;   269,55 ;     
19.03.2010 07:01:00   ;   269,19 ;     
21.01.2011 07:01:00   ;   269,10 ;     
21.01.2012 07:01:00   ;   269,60 ;     
09.02.2013 07:01:00   ;   269,42 ;     
25.10.2014 07:01:00   ;   268,74 ;     
11.01.2015 07:01:00   ;   268,98 ;     
03.06.2016 07:01:00   ;   269,17 ;     
25.02.2017 07:01:00   ;   269,20 ;     
06.01.2018 07:01:00   ;   269,35 ;     
12.01.2019 07:01:00   ;   269,15 ;     
15.02.2020 07:01:00   ;   269,04 ;     
05.02.2021 07:01:00   ;   269,46 ;     
