Messstelle:                ;Moosbrunn, Bl S1
HZB-Nummer:                ;315945
HD-Nummer:                 ;
DBMS-Nummer:               ;11002048
PorenGW-Gebiet:            ;250 Südliches Wiener Becken
Grundwasserkörper:         ;Südl. Wiener Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;Magistratsabteilung 31
Bundesland:                ;Niederösterreich
Messstellenbetreiber:      ;Stadt Wien, Magistratsabteilung 31 - Wasserwerke
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.01.1990
 Geländehöhe:              ;187,70
 Messpunkthöhe:            ;188,80
 Sohllage:                 ;182,06
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  30.07.1973               ;16 25 39                 ;48 00 20
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  2004 bis 2015 FG05 durch Entnahme zeitweise beeinflusst
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
25.02.1974 07:01:00   ;   185,87 ;     
11.08.1975 07:01:00   ;   185,64 ;     
04.03.1976 07:01:00   ;   185,98 ;     
07.03.1977 07:01:00   ;   186,23 ;     
17.04.1978 07:01:00   ;   185,67 ;     
03.05.1979 07:01:00   ;   185,96 ;     
01.05.1980 07:01:00   ;   186,05 ;     
22.01.1981 07:01:00   ;   185,92 ;     
11.03.1982 07:01:00   ;   186,09 ;     
10.03.1983 07:01:00   ;   186,14 ;     
21.05.1984 07:01:00   ;   185,72 ;     
31.12.1985 23:59:55   ;   186,16 ;     
17.03.1986 07:01:00   ;   186,64 ;     
30.03.1987 07:01:00   ;   186,52 ;     
04.04.1988 07:01:00   ;   185,96 ;     
23.02.1989 07:01:00   ;   185,81 ;     
07.05.1990 07:01:00   ;   185,76 ;     
31.12.1991 23:59:55   ;   186,05 ;     
30.03.1992 07:01:00   ;   186,23 ;     
31.12.1993 23:59:55   ;   186,02 ;     
13.01.1994 07:01:00   ;   186,17 ;     
17.04.1995 07:01:00   ;   186,08 ;     
13.05.1996 07:01:00   ;   186,99 ;     
27.03.1997 07:01:00   ;   186,26 ;     
05.01.1998 07:01:00   ;   185,97 ;     
26.04.1999 07:01:00   ;   186,27 ;     
03.04.2000 07:01:00   ;   186,28 ;     
02.04.2001 07:01:00   ;   185,89 ;     
31.12.2002 23:59:55   ;   186,41 ;     
03.02.2003 07:01:00   ;   186,58 ;     
05.04.2004 07:01:00   ;   186,18 ;     
04.04.2005 07:01:00   ;   185,91 ;     
08.05.2006 07:01:00   ;   186,28 ;     
17.12.2007 07:01:00   ;   186,47 ;     
01.01.2008 00:00:05   ;   186,34 ;     
06.04.2009 07:01:00   ;   186,38 ;     
13.12.2010 07:01:00   ;   186,27 ;     
17.01.2011 07:01:00   ;   186,26 ;     
31.12.2012 23:59:55   ;   185,75 ;     
08.04.2013 07:01:00   ;   186,72 ;     
15.09.2014 07:01:00   ;   186,59 ;     
12.01.2015 07:01:00   ;   186,33 ;     
21.03.2016 07:01:00   ;   185,89 ;     
01.05.2017 07:01:00   ;   185,98 ;     
09.04.2018 07:01:00   ;   186,10 ;     
14.01.2019 07:01:00   ;   186,15 ;     
31.12.2020 23:59:55   ;   185,83 ;     
22.02.2021 07:01:00   ;   186,11 ;     
