Messstelle:                ;Winten, Bl 12
HZB-Nummer:                ;326413
HD-Nummer:                 ;
DBMS-Nummer:               ;1002200
PorenGW-Gebiet:            ;338 Unteres Pinkatal
Grundwasserkörper:         ;Pinkatal [LRR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;
Höhenangaben [m ü.A.]:     ;gültig seit: ;09.10.2001
 Geländehöhe:              ;218,30
 Messpunkthöhe:            ;219,40
 Sohllage:                 ;212,77
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  23.06.1981               ;16 26 57                 ;47 07 11
  22.06.1981               ;16 26 53                 ;47 07 10
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch für ein Jahr:
  2015 HG13 fehlende Monatsmittel zufolge Beobachterausfall
  2016 HG13 fehlende Monatsmittel zufolge Beobachterausfall
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
15.02.1988 07:01:00   ;   216,75 ;     
04.09.1989 07:01:00   ;   216,25 ;     
17.12.1990 07:01:00   ;   216,56 ;     
25.11.1991 07:01:00   ;   216,81 ;     
30.03.1992 07:01:00   ;   216,78 ;     
31.12.1993 23:59:55   ;   216,53 ;     
09.01.1994 07:01:00   ;   216,61 ;     
04.03.1995 07:01:00   ;   217,01 ;     
06.04.1996 07:01:00   ;   216,82 ;     
15.02.1997 14:00:00   ;   216,74 ;     
07.11.1998 14:00:00   ;   216,92 ;     
22.05.1999 14:00:00   ;   216,74 ;     
12.02.2000 14:00:00   ;   216,55 ;     
31.03.2001 14:00:00   ;   216,58 ;     
27.04.2002 14:00:00   ;   215,83 ;     
01.02.2003 14:00:00   ;   215,80 ;     
26.06.2004 14:00:00   ;   216,50 ;     
19.03.2005 14:00:00   ;   216,43 ;     
07.01.2006 14:00:00   ;   216,65 ;     
24.03.2007 14:00:00   ;   216,40 ;     
16.08.2008 14:00:00   ;   216,06 ;     
04.07.2009 14:00:00   ;   216,80 ;     
11.12.2010 14:05:00   ;   216,90 ;     
06.08.2011 13:55:00   ;   216,77 ;     
10.11.2012 14:05:00   ;   216,25 ;     
06.04.2013 13:55:00   ;   216,93 ;     
13.09.2014 13:45:00   ;   217,04 ;     
28.02.2015 13:55:00   ;   216,76 ;     
27.02.2016 13:55:00   ;   216,60 ;     
11.02.2017 13:50:00   ;   216,50 ;     
19.05.2018 13:50:00   ;   216,80 ;     
28.12.2019 14:00:00   ;   216,38 ;     
12.12.2020 14:05:00   ;   216,75 ;     
09.01.2021 13:55:00   ;   216,68 ;     
