Messstelle:                ;Katzbach, Br 2132.023
HZB-Nummer:                ;376806
HD-Nummer:                 ;2132.023
DBMS-Nummer:               ;4002691
PorenGW-Gebiet:            ;143 Nördliches Linzer Feld
Grundwasserkörper:         ;Linzer Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Verbund Hydro Power AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;22.02.1978
 Geländehöhe:              ;254,92
 Messpunkthöhe:            ;255,32
 Sohllage:                 ;240,27
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 19 21                 ;48 19 50
  01.01.2003               ;14 19 34                 ;48 19 53
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  1980 bis -> FG41 Daten vor dem Vergleichszeitraum vorhanden, die wegen maßgeblicher hydrologischer Veränderungen nicht ausgewertet werden
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch für ein Jahr:
  2021 HG30 Datenausfälle wegen Baustelle
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
11.08.1980 07:01:00   ;   249,07 ;     
24.02.1981 07:01:00   ;   249,08 ;     
01.02.1982 07:01:00   ;   249,08 ;     
24.05.1983 07:01:00   ;   248,65 ;     
23.02.1984 07:01:00   ;   248,49 ;     
10.09.1985 07:01:00   ;   248,97 ;     
17.02.1986 07:01:00   ;   249,04 ;     
11.04.1988 07:01:00   ;   248,85 ;     
16.01.1989 07:01:00   ;   248,60 ;     
23.04.1990 07:01:00   ;   248,48 ;     
19.08.1991 07:01:00   ;   249,05 ;     
06.04.1992 07:01:00   ;   248,80 ;     
27.03.1993 07:01:00   ;   248,56 ;     
30.04.1994 07:01:00   ;   248,82 ;     
16.09.1995 07:01:00   ;   248,73 ;     
08.06.1996 07:01:00   ;   248,67 ;     
02.08.1997 07:01:00   ;   248,66 ;     
21.11.1998 07:01:00   ;   248,55 ;     
13.03.1999 07:01:00   ;   248,87 ;     
15.04.2000 07:01:00   ;   248,95 ;     
28.04.2001 07:01:00   ;   248,79 ;     
24.08.2002 07:01:00   ;   249,88 ;     
11.01.2003 07:01:00   ;   249,18 ;     
16.07.2004 07:01:00   ;   248,74 ;     
18.02.2005 07:01:00   ;   248,90 ;     
14.04.2006 07:01:00   ;   249,09 ;     
14.09.2007 07:01:00   ;   248,82 ;     
25.04.2008 07:01:00   ;   248,90 ;     
03.04.2009 07:01:00   ;   248,98 ;     
03.09.2010 07:01:00   ;   248,86 ;     
28.01.2011 07:01:00   ;   248,71 ;     
03.02.2012 07:01:00   ;   248,97 ;     
14.06.2013 07:01:00   ;   250,17 ;     
31.10.2014 07:01:00   ;   248,69 ;     
15.05.2015 07:01:00   ;   248,85 ;     
29.07.2016 07:01:00   ;   249,36 ;     
26.05.2017 07:01:00   ;   248,99 ;     
02.02.2018 07:01:00   ;   249,18 ;     
22.03.2019 07:01:00   ;   249,28 ;     
06.03.2020 07:01:00   ;   248,88 ;     
20.08.2021 07:01:00   ;   248,56 ;     
