Messstelle:                ;Gattendorf, Bl 58
HZB-Nummer:                ;335901
HD-Nummer:                 ;
DBMS-Nummer:               ;1002294
PorenGW-Gebiet:            ;288 Heideboden
Grundwasserkörper:         ;Heideboden [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;keine Information
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.06.1994
 Geländehöhe:              ;139,61
 Messpunkthöhe:            ;140,61
 Sohllage:                 ;121,61
 T-Messtiefe u.GOK:        ;9,00
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.06.1994               ;16 59 17                 ;48 01 07
  31.05.1994               ;16 59 17                 ;48 01 07
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
31.12.1995 23:59:55   ;   136,66 ;     
08.04.1996 07:01:00   ;   137,34 ;     
14.07.1997 16:00:00   ;   137,55 ;     
16.11.1998 16:00:00   ;   136,74 ;     
01.03.1999 16:00:00   ;   136,94 ;     
03.04.2000 16:00:00   ;   137,20 ;     
09.04.2001 16:00:00   ;   136,45 ;     
31.12.2002 23:59:55   ;   136,68 ;     
03.02.2003 16:00:00   ;   137,03 ;     
07.06.2004 16:00:00   ;   136,70 ;     
28.03.2005 16:00:00   ;   136,70 ;     
05.06.2006 16:00:00   ;   137,09 ;     
10.09.2007 16:00:00   ;   137,71 ;     
28.01.2008 16:00:00   ;   136,78 ;     
29.06.2009 16:00:00   ;   137,84 ;     
07.06.2010 16:00:00   ;   137,01 ;     
17.01.2011 16:00:00   ;   136,99 ;     
05.03.2012 16:00:00   ;   136,44 ;     
01.04.2013 16:00:00   ;   137,38 ;     
18.09.2014 16:00:00   ;   137,22 ;     
15.01.2015 16:00:00   ;   136,95 ;     
23.02.2016 15:00:00   ;   136,77 ;     
22.03.2017 04:00:00   ;   136,54 ;     
22.03.2018 14:00:00   ;   136,53 ;     
15.01.2019 20:00:00   ;   136,65 ;     
31.12.2020 23:59:55   ;   136,46 ;     
01.02.2021 04:00:00   ;   136,57 ;     
