Messstelle:                ;Taxach, Bl   4
HZB-Nummer:                ;320846
HD-Nummer:                 ;
DBMS-Nummer:               ;5002053
PorenGW-Gebiet:            ;040 Unteres Salzachtal
Grundwasserkörper:         ;Unteres Salzachtal [DBJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Salzburg
Messstellenbetreiber:      ;keine Information
Höhenangaben [m ü.A.]:     ;gültig seit: ;08.04.2003
 Geländehöhe:              ;439,38
 Messpunkthöhe:            ;440,16
 Sohllage:                 ;431,85
 T-Messtiefe u.GOK:        ;7,22
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.07.1994               ;13 04 12                 ;47 43 37
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
26.06.1995 07:01:00   ;   435,52 ;     
16.09.1996 07:01:00   ;   435,02 ;     
15.07.1997 07:30:00   ;   435,73 ;     
16.11.1998 07:30:00   ;   434,97 ;     
31.05.1999 07:30:00   ;   435,04 ;     
19.03.2000 07:30:00   ;   434,88 ;     
19.06.2001 07:30:00   ;   435,13 ;     
13.08.2002 07:30:00   ;   435,98 ;     
10.10.2003 10:00:00   ;   434,99 ;     
04.06.2004 10:00:00   ;   435,41 ;     
12.07.2005 11:00:00   ;   435,82 ;     
07.08.2006 14:00:00   ;   435,48 ;     
07.09.2007 01:00:00   ;   435,60 ;     
16.08.2008 21:00:00   ;   434,68 ;     
24.06.2009 14:00:00   ;   435,26 ;     
03.06.2010 11:00:00   ;   435,45 ;     
14.01.2011 18:00:00   ;   434,63 ;     
04.06.2012 19:00:00   ;   434,78 ;     
02.06.2013 17:00:00   ;   435,91 ;     
31.07.2014 20:00:00   ;   435,19 ;     
24.05.2015 05:00:00   ;   434,87 ;     
01.06.2016 20:00:00   ;   434,96 ;     
03.09.2017 14:00:00   ;   434,63 ;     
07.07.2018 07:00:00   ;   434,49 ;     
30.05.2019 10:00:00   ;   434,68 ;     
04.08.2020 17:00:00   ;   434,95 ;     
18.07.2021 20:00:00   ;   434,89 ;     
