Messstelle:                ;Moschendorf, Bl 17 A
HZB-Nummer:                ;326462
HD-Nummer:                 ;
DBMS-Nummer:               ;1002205
PorenGW-Gebiet:            ;338 Unteres Pinkatal
Grundwasserkörper:         ;Pinkatal [LRR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;
Höhenangaben [m ü.A.]:     ;gültig seit: ;07.02.2020
 Geländehöhe:              ;202,74
 Messpunkthöhe:            ;203,76
 Sohllage:                 ;195,59
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  17.02.1982               ;16 28 21                 ;47 02 58
  16.02.1982               ;16 28 17                 ;47 02 57
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch für ein Jahr:
  2015 HG13 fehlende Monatsmittel zufolge Beobachterausfall
  2015 HG32 Messstelle zeitweise nicht messbar
  2016 HG32 Messstelle zeitweise nicht messbar
  2019 HG32 Messstelle zeitweise nicht messbar
  2020 HG32 Messstelle zeitweise nicht messbar
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
26.03.1986 07:01:00   ;   202,74 ;     
15.02.1988 07:01:00   ;   202,82 ;     
11.09.1989 07:01:00   ;   201,11 ;     
17.12.1990 07:01:00   ;   201,98 ;     
25.11.1991 07:01:00   ;   202,58 ;     
06.12.1992 07:01:00   ;   202,69 ;     
31.12.1993 23:59:55   ;   202,37 ;     
09.01.1994 07:01:00   ;   202,54 ;     
04.03.1995 07:01:00   ;   202,81 ;     
06.04.1996 07:01:00   ;   202,74 ;     
15.02.1997 13:00:00   ;   202,28 ;     
07.11.1998 13:00:00   ;   202,72 ;     
22.05.1999 13:00:00   ;   202,18 ;     
19.02.2000 13:00:00   ;   201,58 ;     
31.03.2001 13:00:00   ;   201,72 ;     
18.05.2002 13:00:00   ;   201,02 ;     
01.02.2003 13:00:00   ;   201,10 ;     
03.07.2004 13:00:00   ;   202,47 ;     
10.12.2005 13:00:00   ;   201,95 ;     
06.05.2006 13:00:00   ;   202,48 ;     
31.03.2007 13:00:00   ;   202,12 ;     
01.01.2008 00:00:05   ;   201,56 ;     
04.07.2009 13:00:00   ;   202,74 ;     
02.10.2010 13:00:00   ;   202,74 ;     
01.01.2011 13:10:00   ;   202,24 ;     
10.11.2012 13:15:00   ;   201,61 ;     
02.03.2013 13:00:00   ;   202,81 ;     
13.09.2014 12:55:00   ;   202,79 ;     
28.02.2015 13:10:00   ;   202,28 ;     
27.02.2016 13:05:00   ;   202,21 ;     
16.12.2017 13:15:00   ;   201,85 ;     
31.03.2018 13:00:00   ;   202,44 ;     
06.07.2019 13:10:00   ;   201,19 ;     
17.10.2020 13:15:00   ;   202,82 ;     
09.01.2021 13:00:00   ;   202,55 ;     
