Messstelle:                ;Neusiedl a.Stf., Bl 217
HZB-Nummer:                ;319251
HD-Nummer:                 ;
DBMS-Nummer:               ;3002629
PorenGW-Gebiet:            ;250 Südliches Wiener Becken
Grundwasserkörper:         ;Südl. Wiener Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Niederösterreich
Messstellenbetreiber:      ;Hydrographischer Dienst
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.10.1974
 Geländehöhe:              ;328,18
 Messpunkthöhe:            ;329,03
 Sohllage:                 ;254,03
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2019               ;16 07 35                 ;47 46 39
  01.01.2009               ;16 07 35                 ;47 46 40
  01.10.1974               ;16 07 38                 ;47 46 39
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.10.1974 07:01:00   ;   277,35 ;     
21.09.1975 07:01:00   ;   278,63 ;     
12.09.1976 07:01:00   ;   277,93 ;     
21.08.1977 07:01:00   ;   278,92 ;     
08.01.1978 07:01:00   ;   274,46 ;     
12.08.1979 07:01:00   ;   273,93 ;     
24.08.1980 07:01:00   ;   274,89 ;     
11.10.1981 07:01:00   ;   273,03 ;     
17.10.1982 07:01:00   ;   278,03 ;     
02.07.1983 07:01:00   ;   276,34 ;     
25.08.1984 07:01:00   ;   271,85 ;     
26.10.1985 07:01:00   ;   274,47 ;     
30.08.1986 07:01:00   ;   276,86 ;     
05.09.1987 07:01:00   ;   279,53 ;     
09.01.1988 07:01:00   ;   275,56 ;     
16.09.1989 07:01:00   ;   280,03 ;     
01.01.1990 00:00:05   ;   277,84 ;     
09.11.1991 07:01:00   ;   276,72 ;     
27.06.1992 07:01:00   ;   279,04 ;     
05.09.1993 07:01:00   ;   277,92 ;     
20.08.1994 07:01:00   ;   277,03 ;     
30.09.1995 07:01:00   ;   276,51 ;     
23.11.1996 07:01:00   ;   282,64 ;     
01.01.1997 00:00:05   ;   282,24 ;     
01.01.1998 00:00:05   ;   277,94 ;     
21.09.1999 07:01:00   ;   279,93 ;     
01.01.2000 00:00:05   ;   277,12 ;     
01.01.2001 00:00:05   ;   272,78 ;     
31.12.2002 23:59:55   ;   279,47 ;     
11.01.2003 07:01:00   ;   280,32 ;     
24.07.2004 07:01:00   ;   277,54 ;     
22.10.2005 07:01:00   ;   277,92 ;     
07.10.2006 07:01:00   ;   280,33 ;     
31.12.2007 23:59:55   ;   277,68 ;     
16.08.2008 07:01:00   ;   280,48 ;     
26.09.2009 07:01:00   ;   283,27 ;     
01.01.2010 00:00:05   ;   280,36 ;     
01.01.2011 00:00:05   ;   275,49 ;     
11.08.2012 07:01:00   ;   274,18 ;     
06.07.2013 07:01:00   ;   278,63 ;     
15.11.2014 07:01:00   ;   279,79 ;     
03.01.2015 07:01:00   ;   279,73 ;     
05.11.2016 07:01:00   ;   276,06 ;     
01.01.2017 00:00:05   ;   275,34 ;     
28.07.2018 07:01:00   ;   274,37 ;     
08.06.2019 07:01:00   ;   275,38 ;     
19.12.2020 07:01:00   ;   272,49 ;     
01.01.2021 00:00:05   ;   272,46 ;     
