Messstelle:                ;Aschach a.d.Donau, Bl 2159.002
HZB-Nummer:                ;307082
HD-Nummer:                 ;2159.002
DBMS-Nummer:               ;4002051
Fremdnummer:               ;A 108
PorenGW-Gebiet:            ;096 Südliches Eferdinger Becken
Grundwasserkörper:         ;Eferdinger Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Österreichische Donaukraftwerke AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;17.06.2016
 Geländehöhe:              ;269,33
 Messpunkthöhe:            ;270,08
 Sohllage:                 ;259,94
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  17.06.2016               ;14 01 17                 ;48 21 44
  01.01.2011               ;14 01 19                 ;48 21 48
  01.01.2003               ;14 01 21                 ;48 21 49
  21.09.1959               ;14 01 21                 ;48 21 49
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  1976 bis -> FG41 Daten vor dem Vergleichszeitraum vorhanden, die wegen maßgeblicher hydrologischer Veränderungen nicht ausgewertet werden
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
26.01.1976 07:01:00   ;   264,62 ;     
14.02.1977 07:01:00   ;   264,62 ;     
10.07.1978 07:01:00   ;   264,57 ;     
25.06.1979 07:01:00   ;   264,92 ;     
14.07.1980 07:01:00   ;   264,70 ;     
27.07.1981 07:01:00   ;   265,12 ;     
01.02.1982 07:01:00   ;   264,93 ;     
20.06.1983 07:01:00   ;   264,48 ;     
24.09.1984 07:01:00   ;   264,35 ;     
12.08.1985 07:01:00   ;   264,69 ;     
01.06.1986 07:01:00   ;   264,62 ;     
06.07.1987 07:01:00   ;   264,75 ;     
28.03.1988 07:01:00   ;   265,34 ;     
10.07.1989 07:01:00   ;   264,41 ;     
09.07.1990 07:01:00   ;   264,50 ;     
05.08.1991 07:01:00   ;   265,04 ;     
23.11.1992 07:01:00   ;   264,26 ;     
19.07.1993 07:01:00   ;   264,55 ;     
19.04.1994 07:01:00   ;   264,61 ;     
06.06.1995 07:01:00   ;   264,55 ;     
15.07.1996 07:01:00   ;   264,39 ;     
21.07.1997 07:01:00   ;   264,70 ;     
02.11.1998 07:01:00   ;   264,45 ;     
24.05.1999 07:01:00   ;   264,83 ;     
30.06.2000 07:01:00   ;   264,48 ;     
22.06.2001 07:01:00   ;   264,40 ;     
16.08.2002 07:01:00   ;   265,34 ;     
10.01.2003 07:01:00   ;   264,49 ;     
11.06.2004 07:01:00   ;   264,32 ;     
26.08.2005 07:01:00   ;   264,77 ;     
07.04.2006 07:01:00   ;   264,80 ;     
31.05.2007 07:01:00   ;   264,11 ;     
30.05.2008 07:01:00   ;   264,12 ;     
03.07.2009 07:01:00   ;   264,56 ;     
04.06.2010 07:01:00   ;   264,57 ;     
22.07.2011 07:01:00   ;   264,05 ;     
22.06.2012 07:01:00   ;   264,17 ;     
07.06.2013 07:01:00   ;   265,34 ;     
30.08.2014 07:01:00   ;   264,42 ;     
13.06.2015 07:01:00   ;   264,69 ;     
20.05.2016 07:01:00   ;   264,30 ;     
20.05.2017 12:00:00   ;   264,01 ;     
06.01.2018 12:00:00   ;   263,97 ;     
24.05.2019 12:00:00   ;   263,91 ;     
03.07.2020 12:00:00   ;   263,75 ;     
02.07.2021 12:00:00   ;   263,81 ;     
