Messstelle:                ;Marchtrenk, Bl 22.5
HZB-Nummer:                ;375527
HD-Nummer:                 ;W22.5
DBMS-Nummer:               ;4002950
PorenGW-Gebiet:            ;122 Welser Heide
Grundwasserkörper:         ;Welser Heide [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;08.01.1993
 Geländehöhe:              ;295,23
 Messpunkthöhe:            ;296,28
 Sohllage:                 ;289,44
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 07 28                 ;48 10 46
  01.01.2003               ;14 07 28                 ;48 10 49
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
24.09.1993 07:01:00   ;   290,20 ;     
21.04.1994 07:01:00   ;   290,40 ;     
27.09.1995 07:01:00   ;   290,19 ;     
17.05.1996 07:01:00   ;   290,36 ;     
25.09.1997 07:01:00   ;   290,41 ;     
12.11.1998 07:01:00   ;   290,00 ;     
06.03.1999 07:01:00   ;   290,16 ;     
06.04.2000 07:01:00   ;   290,18 ;     
22.06.2001 07:01:00   ;   290,10 ;     
16.08.2002 07:01:00   ;   290,60 ;     
03.01.2003 07:01:00   ;   290,31 ;     
14.06.2004 07:01:00   ;   289,98 ;     
08.10.2005 07:01:00   ;   290,24 ;     
01.04.2006 07:01:00   ;   290,41 ;     
13.09.2007 07:01:00   ;   290,16 ;     
24.04.2008 07:01:00   ;   290,03 ;     
05.08.2009 07:01:00   ;   290,53 ;     
16.01.2011 13:30:00   ;   289,90 ;     
25.01.2012 07:45:00   ;   290,03 ;     
04.06.2013 21:30:00   ;   290,82 ;     
30.10.2014 11:30:00   ;   290,07 ;     
24.05.2015 10:30:00   ;   290,06 ;     
15.07.2016 02:45:00   ;   290,18 ;     
04.09.2017 02:15:00   ;   290,08 ;     
26.01.2018 07:30:00   ;   290,17 ;     
05.08.2020 00:00:00   ;   289,99 ;     
01.09.2021 16:00:00   ;   290,10 ;     
