Messstelle:                ;Urbersdorf, Bl 13
HZB-Nummer:                ;345033
HD-Nummer:                 ;
DBMS-Nummer:               ;1002307
PorenGW-Gebiet:            ;334 Stremtal
Grundwasserkörper:         ;Stremtal [LRR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;keine Information
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.01.1995
 Geländehöhe:              ;209,68
 Messpunkthöhe:            ;210,68
 Sohllage:                 ;203,44
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1995               ;16 21 54                 ;47 03 14
  31.12.1994               ;16 21 50                 ;47 03 12
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
12.03.1995 07:01:00   ;   209,35 ;     
17.11.1996 07:01:00   ;   209,41 ;     
02.03.1997 13:00:00   ;   209,39 ;     
20.12.1998 13:00:00   ;   209,36 ;     
01.01.1999 00:00:05   ;   209,34 ;     
09.04.2000 13:00:00   ;   209,26 ;     
29.04.2001 13:00:00   ;   209,17 ;     
08.05.2002 13:00:00   ;   208,37 ;     
20.04.2003 13:00:00   ;   208,97 ;     
27.06.2004 13:00:00   ;   208,87 ;     
01.05.2005 13:00:00   ;   208,90 ;     
18.06.2006 13:00:00   ;   209,22 ;     
31.12.2007 23:59:55   ;   208,99 ;     
27.01.2008 13:00:00   ;   209,16 ;     
05.07.2009 13:00:00   ;   209,59 ;     
10.10.2010 13:00:00   ;   209,56 ;     
08.05.2011 13:00:00   ;   209,59 ;     
04.11.2012 13:00:00   ;   209,56 ;     
10.03.2013 13:00:00   ;   209,56 ;     
07.09.2014 13:00:00   ;   209,58 ;     
01.01.2015 00:00:05   ;   209,40 ;     
17.07.2016 13:00:00   ;   209,08 ;     
16.04.2017 13:00:00   ;   208,73 ;     
22.04.2018 13:00:00   ;   208,83 ;     
23.06.2019 13:00:00   ;   207,84 ;     
31.12.2020 23:59:55   ;   208,87 ;     
14.03.2021 13:00:00   ;   209,05 ;     
