Messstelle:                ;Lorch, Bl 19.26
HZB-Nummer:                ;377358
HD-Nummer:                 ;2119.026
DBMS-Nummer:               ;4002796
PorenGW-Gebiet:            ;154 Südliches Linzer Feld
Grundwasserkörper:         ;Linzer Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Verbund Hydro Power AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;08.01.1993
 Geländehöhe:              ;247,75
 Messpunkthöhe:            ;248,45
 Sohllage:                 ;241,05
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 25 21                 ;48 13 52
  01.01.2003               ;14 25 22                 ;48 13 52
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
26.03.1993 07:01:00   ;   244,14 ;     
22.04.1994 07:01:00   ;   244,68 ;     
17.06.1995 07:01:00   ;   244,22 ;     
01.06.1996 07:01:00   ;   244,82 ;     
26.07.1997 07:01:00   ;   244,40 ;     
01.01.1998 00:00:05   ;   244,11 ;     
06.03.1999 07:01:00   ;   244,41 ;     
08.04.2000 07:01:00   ;   244,36 ;     
27.04.2001 07:01:00   ;   244,29 ;     
17.08.2002 07:01:00   ;   245,87 ;     
11.01.2003 07:01:00   ;   245,06 ;     
03.04.2004 07:01:00   ;   244,12 ;     
15.07.2005 07:01:00   ;   244,45 ;     
05.04.2006 07:01:00   ;   244,78 ;     
19.12.2007 07:01:00   ;   244,15 ;     
14.05.2008 07:01:00   ;   244,15 ;     
29.07.2009 07:01:00   ;   245,02 ;     
11.08.2010 07:01:00   ;   244,60 ;     
19.01.2011 07:01:00   ;   244,41 ;     
01.02.2012 07:01:00   ;   244,19 ;     
05.06.2013 07:01:00   ;   246,89 ;     
01.01.2014 00:00:05   ;   244,15 ;     
03.06.2015 07:01:00   ;   244,07 ;     
28.07.2016 07:01:00   ;   244,36 ;     
17.05.2017 07:01:00   ;   244,18 ;     
31.01.2018 07:01:00   ;   244,28 ;     
10.06.2019 07:01:00   ;   243,83 ;     
16.11.2020 07:01:00   ;   243,92 ;     
09.08.2021 07:01:00   ;   244,38 ;     
