Messstelle:                ;Steyregg, Bl 2123.013
HZB-Nummer:                ;376467
HD-Nummer:                 ;Bl2123.013
DBMS-Nummer:               ;4002671
PorenGW-Gebiet:            ;143 Nördliches Linzer Feld
Grundwasserkörper:         ;Linzer Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Verbund Hydro Power AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;07.01.1992
 Geländehöhe:              ;248,31
 Messpunkthöhe:            ;249,21
 Sohllage:                 ;241,80
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 23 54                 ;48 16 29
  01.01.2003               ;14 23 57                 ;48 16 24
Exportzeitreihe:           ;GWS,M,Max,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
28.11.1992 07:01:00   ;   245,59 ;     
20.03.1993 07:01:00   ;   245,72 ;     
16.04.1994 07:01:00   ;   245,97 ;     
29.03.1995 07:01:00   ;   245,84 ;     
01.06.1996 07:01:00   ;   245,96 ;     
29.03.1997 07:01:00   ;   245,84 ;     
19.12.1998 07:01:00   ;   245,78 ;     
27.02.1999 07:01:00   ;   245,97 ;     
18.03.2000 07:01:00   ;   245,97 ;     
31.03.2001 07:01:00   ;   246,00 ;     
13.08.2002 07:01:00   ;   248,31 ;     
04.01.2003 07:01:00   ;   246,16 ;     
26.03.2004 07:01:00   ;   245,90 ;     
14.02.2005 07:01:00   ;   245,94 ;     
31.03.2006 07:01:00   ;   246,19 ;     
14.12.2007 07:01:00   ;   245,83 ;     
21.03.2008 07:01:00   ;   245,81 ;     
26.06.2009 07:01:00   ;   245,87 ;     
04.06.2010 07:01:00   ;   245,87 ;     
14.01.2011 07:01:00   ;   245,77 ;     
27.01.2012 07:01:00   ;   245,90 ;     
04.06.2013 03:00:00   ;   248,31 ;     
24.10.2014 07:01:00   ;   245,68 ;     
03.04.2015 07:01:00   ;   245,73 ;     
03.06.2016 07:01:00   ;   245,95 ;     
24.03.2017 07:01:00   ;   245,70 ;     
19.01.2018 07:01:00   ;   245,77 ;     
22.03.2019 07:01:00   ;   245,52 ;     
21.02.2020 07:01:00   ;   245,46 ;     
05.02.2021 07:01:00   ;   245,56 ;     
